"id","raw","encoded","pred","label","dist","training_count","not_exact"
"365","2 tsp kecap manis ((Note 3))","2 tsp kecap manis ( ( Note 3 ) )","barbecue sauce","","0.38790673","335","False"
"1261","1 can condensed tomato soup","1 can condensed tomato soup","cream of mushroom soup","","0.27434108","335","False"
"2477","3 tablespoons finely chopped lemongrass- or use lemongrass paste.","3 tablespoons finely chopped lemongrass - or use lemongrass paste .","fresh green asparagus","","0.44404882","335","False"
"2776","2 tablespoon coconut aminos","2 tablespoon coconut aminos","tamari","","0.23200563","335","False"
"553","½ teaspoon pimentón","1 / 2 teaspoon pimentón","pickle relish","","0.42595708","335","False"
"7652","3 cups leftover cooked quinoa,* brown rice,* or uncooked cauliflower rice*","3 cups leftover cooked quinoa , brown rice , or uncooked cauliflower rice","cooked brown rice","","0.30593798","335","False"
"440","6 cups watercress","6 cups watercress","arugula","","0.30207685","335","False"
"4865","Pinch red pepper flakes","Pinch red pepper flakes","crushed red pepper flake","ground red pepper","0.16114378","33","False"
"915","8 cardamom pods, lightly crushed with the flat side of a knife","8 cardamom pods , lightly crushed with the flat side of a knife","ground cardamom","","0.36900064","335","False"
"4353","1 (12-ounce) bag fresh or frozen cranberries","1 ( 12 - ounce ) bag fresh or frozen cranberries","fresh pineapple","","0.3624049","335","False"
"116","3 tablespoons milk","3 tablespoons milk","1% milk","2% milk","0.18658893","4","False"
"4173","4 skinless chicken legs","4 skinless chicken legs","skinless chicken breast","","0.31347507","335","False"
"454","1 tbsp. extra-virgin olive oil","1 tbsp . extra - virgin olive oil","extra-virgin olive oil","olive oil","0.06266822","223","False"
"3174","2 tsp Bragg's Aminos","2 tsp Bragg s Aminos","ground bay leaf","","0.38972634","335","False"
"3241","1-1/2 cups cubed cooked turkey breast","1 - 1 / 2 cups cubed cooked turkey breast","turkey breast","","0.27144283","335","False"
"3775","3 small dried hot red peppers","3 small dried hot red peppers","ancho dried chili","","0.25844014","335","False"
"2897","3 dried chili peppers ((de-seeded and cut into segments))","3 dried chili peppers ( ( de - seeded and cut into segments ) )","ancho dried chili","","0.20491476","335","False"
"2646","1 1/2 cups cooked and cooled farro","1 1 / 2 cups cooked and cooled farro","barley","","0.31732067","335","False"
"6770","1 tablespoon poultry seasoning","1 tablespoon poultry seasoning","Italian seasoning","","0.22481081","335","False"
"6345","2 cups cooked white rice","2 cups cooked white rice","cooked white rice","white rice","0.084149435","25","False"
"2916","soft/hard-boiled egg","soft / hard - boiled egg","egg","","0.14154351","335","False"
"6665","1 Tbsp fresh sage (chopped)","1 Tbsp fresh sage ( chopped )","ground dried sage","","0.4084664","335","False"
"5043","1 tbsp coconut aminos (or fish sauce, if not vegan)","1 tbsp coconut aminos ( or fish sauce , if not vegan )","tamari","","0.3104683","335","False"
"4210","3/4 cup frozen raspberries","3 / 4 cup frozen raspberries","red raspberry","","0.3313175","335","False"
"5443","1 bulb garlic, peeled","1 bulb garlic , peeled","garlic","","0.23310208","335","False"
"4740","1/4 cup roasted chickpeas (recipe below)","1 / 4 cup roasted chickpeas ( recipe below )","chickpea","","0.30619538","335","False"
"3913","2/3 cup buffalo hot sauce of choice, see note","2 / 3 cup buffalo hot sauce of choice , see note","hot sauce","","0.38192764","335","False"
"5080","3 ounces cheddar cheese, thinly sliced","3 ounces cheddar cheese , thinly sliced","cheddar cheese","cheddar cheese slice","0.21890411","2","False"
"446","1 tsp. Gochujang Red Pepper Paste","1 tsp . Gochujang Red Pepper Paste","white miso","","0.4231586","335","False"
"1174","1/2 cup (120ml) homemade or store-bought tahini sauce (note that tahini and tahini sauce are different products)","1 / 2 cup ( 120ml ) homemade or store - bought tahini sauce ( note that tahini and tahini sauce are different products )","tahini","","0.33979952","335","False"
"2655","1 1/2 cups cooked and cooled red quinoa","1 1 / 2 cups cooked and cooled red quinoa","quinoa","","0.27011427","335","False"
"5025","3 tablespoons cooked peas ( from above)","3 tablespoons cooked peas ( from above )","frozen pea","","0.24262941","335","False"
"165","⅓ cup Mexican Crema","1 / 3 cup Mexican Crema","shredded Mexican blend cheese","","0.36433956","335","False"
"884","10-15 frozen cylindrical rice cakes (optional), or rice noodles, or pasta, or steamed rice","10 - 15 frozen cylindrical rice cakes ( optional ) , or rice noodles , or pasta , or steamed rice","cauliflower rice","","0.3276623","335","False"
"4086","1 Tbsp. Meatloaf Seasoning","1 Tbsp . UNK Seasoning","white miso","","0.4112647","335","False"
"2781","1 teaspoon lemon grass, sliced","1 teaspoon lemon grass , sliced","lemon","","0.27752915","335","False"
"668","1/2 - 3/4 cup unsweetened vanilla almond milk","1 / 2 - 3 / 4 cup unsweetened vanilla almond milk","almond milk","","0.23570797","335","False"
"5109","Finely grated pecorino, to serve","Finely grated pecorino , to serve","grated parmesan cheese","","0.27271068","335","False"
"56","2 Tbsp. rice wine vinegar","2 Tbsp . rice wine vinegar","rice vinegar","white rice","0.08233377","25","False"
"3014","3 Persian cucumbers, halved lengthwise, thinly sliced into half moons","3 Persian cucumbers , halved lengthwise , thinly sliced into half moons","english cucumber","","0.247164","335","False"
"126","1 loaf ciabatta bread, 12 to 14 inches long, halved","1 loaf ciabatta bread , 12 to 14 inches long , halved","sandwich bread","","0.18907511","335","False"
"2630","Hot cooked pasta or rice","Hot cooked pasta or rice","penne","","0.32850036","335","False"
"2230","1 cup pea shoots","1 cup pea shoots","frozen pea","","0.40082806","335","False"
"4156","1 teaspoon chopped fresh sage","1 teaspoon chopped fresh sage","ground dried sage","","0.34569603","335","False"
"182","6 ounces jicama","6 ounces jicama","carrot","","0.34859174","335","False"
"7062","1 teaspoon Sichuan peppercorns, crushed","1 teaspoon Sichuan peppercorns , crushed","ground oregano","","0.4448061","335","False"
"8059","1 teaspoon poultry seasoning","1 teaspoon poultry seasoning","Italian seasoning","","0.21717228","335","False"
"4056","2 anchovies (, whole (or 1/2 tsp anchovy paste))","2 anchovies ( , whole ( or 1 / 2 tsp anchovy paste ) )","tomato","","0.4198898","335","False"
"3421","1/2 cup green or brown lentils","1 / 2 cup green or brown lentils","brown lentil","","0.28849944","335","False"
"2828","5 oz sliced Cremini mushrooms","5 oz sliced UNK mushrooms","white mushroom","brown mushroom","0.28984416","11","False"
"954","2 teaspoons Chinese black vinegar (or young/cheap balsamic vinegar)","2 teaspoons Chinese black vinegar ( or young / cheap balsamic vinegar )","balsamic vinegar","","0.39118183","335","False"
"1355","za'atar","za atar","white miso","","0.3595828","335","False"
"5421","1 teaspoon chopped fresh oregano","1 teaspoon chopped fresh oregano","dried oregano leaf","","0.15512027","335","False"
"2185","1 tablespoon gochujang, check labels for gluten-free","1 tablespoon gochujang , check labels for gluten - free","sriracha","","0.407191","335","False"
"6388","¼ cup chopped dill","1 / 4 cup chopped dill","fresh dill","dried dill weed","0.15633558","4","False"
"1867","1/2 teaspoon prepared wasabi","1 / 2 teaspoon prepared wasabi","prepared horseradish","","0.3594054","335","False"
"3623","6 chicken legs (drumsticks with thighs; about 3 pounds)","6 chicken legs ( drumsticks with thighs about 3 pounds )","chicken drumstick with skin","","0.3100244","335","False"
"2997","64 ounces (8 cups) low-sodium vegetable broth","64 ounces ( 8 cups ) low - sodium vegetable broth","vegetable broth","","0.26815918","335","False"
"7885","5 tablespoons low-carb sweetener (Erythritol) ((more or less to taste))","5 tablespoons low - carb sweetener ( UNK ) ( ( more or less to taste ) )","vegetable broth","","0.35228437","335","False"
"6444","1 tablespoon dried basil","1 tablespoon dried basil","ground dried basil","dried basil leaf","0.12858412","1","False"
"1289","1 cup cherries (frozen, pits removed)","1 cup cherries ( frozen , pits removed )","cherry","","0.37290278","335","False"
"1766","2 1/2 ounces pecorino-Romano cheese, shaved (about 1 1/4 cups)","2 1 / 2 ounces pecorino - Romano cheese , shaved ( about 1 1 / 4 cups )","grated parmesan cheese","shredded parmesan cheese","0.24508904","4","True"
"8266","3 oz. Edamame","3 oz . UNK","broccoli","frozen edamame","0.23298237","3","True"
"3226","2 cups cooked quinoa (about 3/4 cup uncooked)","2 cups cooked quinoa ( about 3 / 4 cup uncooked )","quinoa","","0.3573202","335","False"
"1146","Sun Basket lemongrass paste (lemongrass - olive oil - fresh garlic - fresh ginger - turmeric)","Sun UNK lemongrass paste ( lemongrass - olive oil - fresh garlic - fresh ginger - turmeric )","fresh rosemary","","0.40365976","335","False"
"4442","2 inch lotus root (renkon) ((peeled and precooked, “Renkon no Mizuni”))","2 inch lotus root ( renkon ) ( ( peeled and precooked , UNK no UNK ) )","sandwich bread","","0.48498648","335","False"
"2705","8 ounces cavatappi or other short curly pasta","8 ounces cavatappi or other short curly pasta","orecchiette pasta","","0.3409685","335","False"
"2384","1/4 cup tortilla strips","1 / 4 cup tortilla strips","corn tortilla","","0.4054932","335","False"
"264","2 dried pasilla chiles","2 dried pasilla chiles","ancho dried chili","","0.18223685","335","False"
"3336","1 tablespoon tapioca flour or flour of choice","1 tablespoon tapioca flour or flour of choice","all-purpose white flour","","0.19817014","335","False"
"189","1 teaspoon sumac","1 teaspoon sumac","ground oregano","","0.33505604","335","False"
"1460","3/4 cup apple cider","3 / 4 cup apple cider","apple cider vinegar","","0.24128401","335","False"
"3131","1/2 teaspoon garlic salt","1 / 2 teaspoon garlic salt","table salt","","0.18337569","335","False"
"6104","2 nectarines, about 1 pound, cut into 1/2-inch dice","2 nectarines , about 1 pound , cut into 1 / 2 - inch dice","tomato","","0.34950173","335","False"
"3506","1 cup sliced shiitake mushrooms","1 cup sliced shiitake mushrooms","shiitake mushroom","","0.25442547","335","False"
"6732","1/3 cup milk","1 / 3 cup milk","1% milk","whole milk","0.16578725","10","False"
"42","3-4 summer squash or zucchini","3 - 4 summer squash or zucchini","yellow squash","zucchini","0.19067161","26","False"
"2291","100 g / 3.5 oz gruyere (or mozzarella cheese, or other melting cheese of choice)","100 g / 3 . 5 oz gruyere ( or mozzarella cheese , or other melting cheese of choice )","gruyere cheese","shredded gruyere cheese","0.21412495","5","False"
"3723","2 Tablespoons Vegenaise","2 Tablespoons Vegenaise","regular mayonnaise","","0.45214468","335","False"
"8970","1 tsp. Penzeys Pork Chop Seasoning (see notes)","1 tsp . UNK Pork UNK Seasoning ( see notes )","bone-in pork sparerib","","0.46739715","335","False"
"863",".35 ounces instant yeast, such as SAF Instant Yeast (10g; about 2 teaspoons)",". 35 ounces instant yeast , such as SAF Instant Yeast ( 10 g about 2 teaspoons )","Old Bay seasoning","","0.46320686","335","False"
"1800","1 tablespoon spicy bean paste ((douban la jiang))","1 tablespoon spicy bean paste ( ( douban la jiang ) )","chili garlic sauce","","0.29825068","335","False"
"4531","1 tablespoon coconut amino acids (or tamari: gluten free soy sauce)","1 tablespoon coconut amino acids ( or tamari gluten free soy sauce )","tamari","","0.3833105","335","False"
"1176","Israeli pickles, for serving (see note)","Israeli pickles , for serving ( see note )","pepperoncini","","0.30238122","335","False"
"2576","1/2 cup Bacon bits","1 / 2 cup Bacon bits","bacon","","0.45728543","335","False"
"8196","1 or 2 teaspoons chipotle powder (choose your heat level, or omit. We use 2)","1 or 2 teaspoons chipotle powder ( choose your heat level , or omit . UNK use 2 )","chili powder","","0.24845421","335","False"
"5510","4 hard boiled eggs (sliced or quartered)","4 hard boiled eggs ( sliced or quartered )","egg","","0.2360838","335","False"
"4672","1 pound baby potatoes (I used tri color)","1 pound baby potatoes ( I used tri color )","red potato","","0.39199826","335","False"
"6581","1 teaspoon marmite, vegemite, or Maggi seasoning","1 teaspoon marmite , vegemite , or Maggi seasoning","ground allspice","","0.41673803","335","False"
"290","2 tablespoons almond butter or peanut butter","2 tablespoons almond butter or peanut butter","peanut butter","","0.27242684","335","False"
"2066","1/4 cup Coconut Aminos","1 / 4 cup Coconut Aminos","shredded coconut","","0.33661905","335","False"
"3129","Black vinegar, for serving","Black vinegar , for serving","balsamic vinegar","","0.27708048","335","False"
"1945","2 lbs ground lamb","2 lbs ground lamb","ground ginger","","0.30282414","335","False"
"5233","Canned julienned beets (optional)","Canned julienned beets ( optional )","beets","","0.29251397","335","False"
"5156","1 ancho or chipotle chile, soaked, stemmed, seeded and minced; or 1 teaspoon good chile powder","1 ancho or chipotle chile , soaked , stemmed , seeded and minced or 1 teaspoon good chile powder","fresh red chili pepper","","0.38336897","335","False"
"2745","7 whole dried Chinese red chili peppers ((optional))","7 whole dried Chinese red chili peppers ( ( optional ) )","ancho dried chili","","0.28808892","335","False"
"2794","4 tablespoon coconut aminos","4 tablespoon coconut aminos","tamari","","0.24997985","335","False"
"7040","4 cups mirepoix*","4 cups mirepoix","rotisserie chicken","","0.46540615","335","False"
"5027","1 teaspooon truffle oil","1 teaspooon truffle oil","vegetable oil","","0.1724895","335","False"
"811","½ oz. Hazelnut Pieces","1 / 2 oz . UNK Pieces","dried cranberry","","0.5070704","335","False"
"4723","2 tablespoons mirin (Japanese rice wine)","2 tablespoons mirin ( Japanese rice wine )","white wine","","0.3348344","335","False"
"4708","1 lb. <p>broccoli rabe, trimmed</p>","1 lb . broccoli rabe , trimmed","broccoli","","0.3091892","335","False"
"4827","1/2 cup salsa verde","1 / 2 cup salsa verde","salsa","","0.21772636","335","False"
"498","1/4 cup extra virgin olive oil","1 / 4 cup extra virgin olive oil","extra-virgin olive oil","olive oil","0.03278386","223","False"
"3113","2 lb baby potatoes","2 lb baby potatoes","red potato","","0.26103956","335","False"
"474","1 can Italian-style stewed tomatoes (chopped)","1 can Italian - style stewed tomatoes ( chopped )","bone-in rib cut pork chop","","0.37243122","335","False"
"4541","1 cup fresh thai basil leaves","1 cup fresh thai basil leaves","fresh basil","","0.21790797","335","False"
"3710","2 hard boiled eggs (finely diced)","2 hard boiled eggs ( finely diced )","egg","","0.24883913","335","False"
"366","1 tsp dark soy sauce ((Note 4))","1 tsp dark soy sauce ( ( Note 4 ) )","dark soy sauce","soy sauce","0.072649345","51","False"
"4559","1/2 cup coconut water","1 / 2 cup coconut water","coconut milk","","0.3913598","335","False"
"181","2 tablespoons fried shallots – contains soy (optional)","2 tablespoons fried shallots contains soy ( optional )","shallot","","0.2834885","335","False"
"3321","1 cup fresh sweet corn kernels (sliced off the cob is the best)","1 cup fresh sweet corn kernels ( sliced off the cob is the best )","fresh corn","frozen corn","0.22114938","13","False"
"3878","few sprigs fresh tarragon or dill","few sprigs fresh tarragon or dill","lime rind","","0.30407915","335","False"
"83","Sauce:","Sauce","Cheerio","","0.3208","335","False"
"2654","fresh herbs for garnish","fresh herbs for garnish","fresh parsley","","0.28062966","335","False"
"8965","1 sprig Tarragon","1 sprig Tarragon","fresh spinach","","0.3685456","335","False"
"5121","1 cup pepperoni, chopped","1 cup pepperoni , chopped","pepperoni","","0.20679945","335","False"
"6891","pickled red ginger (beni shoga or kizami beni shoga) ((Kizami Shoga) (to garnish))","pickled red ginger ( beni shoga or kizami beni shoga ) ( ( UNK UNK ) ( to garnish ) )","pickled sweet red pepper","","0.3205995","335","False"
"6681","1 teaspoon amchur (dried mango powder)","1 teaspoon amchur ( dried mango powder )","dried onion flake","","0.4484889","335","False"
"8008","⅓ cup cooked baked beans, homemade or canned, with sauce","1 / 3 cup cooked baked beans , homemade or canned , with sauce","chickpea","","0.48903018","335","False"
"3891","1/2 bag coleslaw mix (shredded cabbage and carrots)","1 / 2 bag coleslaw mix ( shredded cabbage and carrots )","coleslaw mix","","0.30606484","335","False"
"1168","2 tablespoons (30ml) fresh juice from 1 lemon","2 tablespoons ( 30ml ) fresh juice from 1 lemon","lemon juice","lemon","0.27879626","28","False"
"3430","1 tablespoon molasses","1 tablespoon molasses","prepared horseradish","","0.3904427","335","False"
"3047","8 cups unsalted vegetable stock","8 cups unsalted vegetable stock","vegetable broth","","0.17525695","335","False"
"425","1 tablespoon extra-virgin olive oil","1 tablespoon extra - virgin olive oil","extra-virgin olive oil","olive oil","0.031942632","223","False"
"8597","1 teaspoon matcha powder","1 teaspoon matcha powder","chili powder","","0.25074348","335","False"
"6032","Optional: 1/4 cup diced pickled jalapenos","Optional 1 / 4 cup diced pickled jalapenos","pickled sweet red pepper","","0.27791587","335","False"
"254","1 lemongrass stalk, chopped","1 lemongrass stalk , chopped","broccoli stalk","","0.3551653","335","False"
"5229","1 can (14.5 ounces) low-fat coconut milk","1 can ( 14 . 5 ounces ) low - fat coconut milk","coconut milk","light coconut milk","0.12265109","9","False"
"2302","500 g / 1 lb lamb mince ((ground lamb, or beef) (Note 1))","500 g / 1 lb lamb mince ( ( ground lamb , or beef ) ( Note 1 ) )","ground pork","","0.29473275","335","False"
"2476","¼ cup galangal root, sliced into ⅛ thick disks, skins ok ( 2 inch piece)","1 / 4 cup galangal root , sliced into 1 / 8 thick disks , skins ok ( 2 inch piece )","fresh ginger","","0.3875568","335","False"
"3146","1 teaspoon bacon fat or extra virgin olive oil","1 teaspoon bacon fat or extra virgin olive oil","bacon","","0.3749315","335","False"
"626","¼ teaspoon red-pepper flakes, plus more to taste","1 / 4 teaspoon red - pepper flakes , plus more to taste","crushed red pepper flake","red bell pepper","0.22276732","60","False"
"8913","1/4 teaspoon ground pepper","1 / 4 teaspoon ground pepper","ground black pepper","ground red pepper","0.14754544","33","False"
"1836","1/4 - 1/2 tsp maple extract","1 / 4 - 1 / 2 tsp maple extract","maple syrup","","0.3147135","335","False"
"3221","1 teaspoon Aleppo-style pepper, plus more for serving","1 teaspoon Aleppo - style pepper , plus more for serving","fresh serrano pepper","","0.30268708","335","False"
"8870","tabbouleh salad","tabbouleh salad","biscuit dough","","0.47838777","335","False"
"322","1/4 cup tortilla strips, for garnish","1 / 4 cup tortilla strips , for garnish","hass avocado","","0.50671333","335","False"
"5206","¼ cup microgreens, optional","1 / 4 cup microgreens , optional","arugula","","0.3454196","335","False"
"2962","4 4-inch squares focaccia or similar flatbread, sliced in two horizontally","4 4 - inch squares focaccia or similar flatbread , sliced in two horizontally","French bread","","0.35714036","335","False"
"4458","1 scoop vanilla protein powder or collagen peptides (see note)","1 scoop vanilla protein powder or collagen peptides ( see note )","cocoa powder","","0.29141426","335","False"
"1069","1-inch piece cinnamon","1 - inch piece cinnamon","ground cinnamon","","0.22495618","335","False"
"8347","1 pound part-skim mozzarella cheese (4 cups), shredded and divided","1 pound part - skim mozzarella cheese ( 4 cups ) , shredded and divided","low-moisture part-skim mozzarella cheese","shredded low-moisture part-skim mozzarella cheese","0.20291154","15","False"
"2326","1/2 cup Fresh fruit, such as apples, banana, strawberries sliced","1 / 2 cup Fresh fruit , such as apples , banana , strawberries sliced","fresh spinach","","0.41626728","335","False"
"2917","Fukujinzuke (red pickled daikon)","UNK ( red pickled daikon )","Cheerio","","0.32251796","335","False"
"7973","generous pinch saffron (optional)","generous pinch saffron ( optional )","ground dried rosemary","","0.3475767","335","False"
"23","1 teaspoon coarsely crushed Sichuan pepper","1 teaspoon coarsely crushed Sichuan pepper","ground black pepper","","0.24102843","335","False"
"3149","1 to 2 teaspoons dry rub","1 to 2 teaspoons dry rub","dry sherry","","0.34122646","335","False"
"1919","3/4 cups milk","3 / 4 cups milk","1% milk","whole milk","0.1814959","10","False"
"8236","Sun Basket ginger sauce base (fish sauce - lime juice - sambal oelek - ginger - coconut sugar)","Sun UNK ginger sauce base ( fish sauce - lime juice - sambal oelek - ginger - coconut sugar )","chili garlic sauce","","0.39970046","335","False"
"3246","4 lettuce leaves","4 lettuce leaves","romaine lettuce","green leaf lettuce","0.06666663","5","False"
"3615","2 tablespoons (30ml) whole grain mustard","2 tablespoons ( 30ml ) whole grain mustard","dijon mustard","","0.2100156","335","False"
"2801","600 g / 1.2 lb scotch fillet steak / boneless rib eye ((Note 1))","600 g / 1 . 2 lb scotch fillet steak / boneless rib eye ( ( Note 1 ) )","top sirloin steak","","0.30190146","335","False"
"4444","4 Shiso leaves (Ooba)","4 Shiso leaves ( UNK )","fresh rosemary","","0.32267505","335","False"
"864","1.125 ounces Extra Virgin olive oil (32g; about 3 tablespoons)","1 . 125 ounces Extra Virgin olive oil ( 32 g about 3 tablespoons )","extra-virgin olive oil","olive oil","0.2374469","223","False"
"5405","1 (16-ounce) jar giardiniera salad, (drained and chopped)","1 ( 16 - ounce ) jar giardiniera salad , ( drained and chopped )","oil-packed light tuna","","0.48527467","335","False"
"2710","4 ounces Fontina cheese, grated (about 1 cup)","4 ounces Fontina cheese , grated ( about 1 cup )","grated parmesan cheese","","0.39644805","335","False"
"2123","1 Tbsp lemon curd","1 Tbsp lemon curd","lemon","","0.4161426","335","False"
"843","Salsa:","Salsa","Cheerio","","0.3179614","335","False"
"4744","Simple Thai peanut dressing (recipe below)","Simple Thai peanut dressing ( recipe below )","Caesar dressing","","0.28770024","335","False"
"5209","1/4 cup milk","1 / 4 cup milk","whole milk","1% milk","0.17149371","8","False"
"3873","1 turkish cucumber, sliced or cut into thin ribbons ( use a veggie peeler)","1 turkish cucumber , sliced or cut into thin ribbons ( use a veggie peeler )","slicing cucumber","","0.25993598","335","False"
"934","1 tsp marjoram","1 tsp marjoram","ground oregano","","0.3817013","335","False"
"6523","1/3 cup gochujang (Korean chile sauce)","1 / 3 cup gochujang ( Korean chile sauce )","sriracha","","0.3335253","335","False"
"3071","2 Tbsp nutritional yeast","2 Tbsp nutritional yeast","couscous","","0.47669506","335","False"
"3563","Fennel fronds or sliced scallions, or both, for serving","Fennel fronds or sliced scallions , or both , for serving","fresh chive","","0.35470945","335","False"
"7150","tortilla strips","tortilla strips","corn tortilla","","0.3352201","335","False"
"1112","2 teaspoons dried oregano, divided","2 teaspoons dried oregano , divided","dried oregano leaf","ground oregano","0.12414548","5","False"
"1612","1-2 Tbsp protein powder of choice or hemp seeds","1 - 2 Tbsp protein powder of choice or hemp seeds","curry powder","","0.2844463","335","False"
"752","4 oz 50% reduced fat sharp cheddar, I used Cabot","4 oz 50 % reduced fat sharp cheddar , I used Cabot","95% lean ground beef","","0.42785078","335","False"
"8646","2 teaspoons chopped fresh tarragon","2 teaspoons chopped fresh tarragon","fresh spearmint","","0.27186087","335","False"
"2892","1 pound king oyster mushrooms ((about 3-4 mushrooms, diced into small pieces))","1 pound king oyster mushrooms ( ( about 3 - 4 mushrooms , diced into small pieces ) )","white mushroom","","0.44072273","335","False"
"856","1 Tbsp. almond butter","1 Tbsp . almond butter","almond flour","","0.34920043","335","False"
"7212","4 leaves fresh sage","4 leaves fresh sage","ground dried sage","","0.40063083","335","False"
"4823","12 ounces chicken breast tenders","12 ounces chicken breast tenders","boneless, skinless chicken thigh","","0.2872077","335","False"
