"id","raw","encoded","pred","label","dist","training_count","not_exact"
"8925","1/3 cup dried blueberries","1 / 3 cup dried blueberries","dried apricot","","0.27364004","335","False"
"1503","Pickled onions","Pickled onions","whole celery seed","","0.41853335","335","False"
"998","1 cup basil leaves","1 cup basil leaves","fresh basil","ground dried basil","0.19132924","9","False"
"3398","2 cups of quartered sliced cucumber ((I prefer persian or english cucumbers))","2 cups of quartered sliced cucumber ( ( I prefer UNK or UNK cucumbers ) )","slicing cucumber","english cucumber","0.20290843","9","False"
"4460","1 tablespoon cacao nibs or chocolate chips (see note)","1 tablespoon cacao nibs or chocolate chips ( see note )","vanilla extract","","0.35987663","335","False"
"4948","1 tablespoon gochugaru Korean chili flakes or chili paste","1 tablespoon gochugaru Korean chili flakes or chili paste","crushed red pepper flake","","0.2672142","335","False"
"4524","2 tablespoons coconut amino acids (or tamari: GF soy sauce if you are not Paleo)","2 tablespoons coconut UNK UNK ( or tamari UNK soy sauce if you are not UNK )","tamari","","0.2730589","335","False"
"4461","whipped cream or whipped coconut cream (for garnish, optional)","whipped cream or whipped coconut cream ( for garnish , optional )","sour cream","","0.28924447","335","False"
"699","8 (7-inch) whole-wheat or grain-free tortillas","8 ( 7 - inch ) whole - wheat or grain - free tortillas","flour tortilla","","0.41915876","335","False"
"1585","1/3 cup shredded cheese, plus more for topping if desired","1 / 3 cup shredded cheese , plus more for topping if desired","shredded yellow cheddar cheese","shredded colby cheese","0.2774956","1","False"
"2382","1/4 cup Ranch dressing","1 / 4 cup Ranch dressing","Caesar dressing","ranch dressing","0.16850671","2","False"
"7917","16 to 18 (12-inch) bamboo skewers, soaked in warm water for 15 to 30 minutes","16 to 18 ( 12 - inch ) bamboo skewers , soaked in warm water for 15 to 30 minutes","cornstarch","","0.45807645","335","False"
"1153","Sweet stir-fry blend (coconut aminos - fish sauce)","Sweet stir - fry blend ( coconut UNK - fish sauce )","green enchilada sauce","","0.42938584","335","False"
"5453","6 oil-packed anchovies","6 oil - packed anchovies","olive oil","","0.44852975","335","False"
"2629","1 can (4 ounces) mushroom stems and pieces, drained","1 can ( 4 ounces ) mushroom stems and pieces , drained","green cabbage","","0.4244467","335","False"
"6623","1/4 teaspoon sea salt","1 / 4 teaspoon sea salt","table salt","kosher salt","0.17161278","113","True"
"7122","8 mozzarella (slices, fresh, ¼-inch thick)","8 mozzarella ( slices , fresh , 1 / 4 - inch thick )","low-moisture part-skim mozzarella cheese","low-moisture part-skim mozzarella cheese slice","0.23221062","3","False"
"8666","3 ounces dried apple slices","3 ounces dried apple slices","dried rosemary","","0.2686029","335","False"
"656","1 tablespoon Pâté (optional, but recommended)","1 tablespoon UNK ( optional , but recommended )","chili garlic sauce","","0.407871","335","False"
"2979","¼ cup plus 2 Tbsp. extra-virgin olive oil, plus more for drizzling","1 / 4 cup plus 2 Tbsp . extra - virgin olive oil , plus more for drizzling","extra-virgin olive oil","olive oil","0.1286386","223","False"
"3078","Vegan Parmesan Cheese","Vegan Parmesan Cheese","grated parmesan cheese","","0.3090623","335","False"
"726","1 cup uncooked brown basmati rice, for serving (rice is optional, I like to cook extra to have on hand for other meals)","1 cup uncooked brown basmati rice , for serving ( rice is optional , I like to cook extra to have on hand for other UNK )","brown rice","","0.2390553","335","False"
"7805","2 (8.8-oz.) pkg. precooked brown rice (such as Uncle Ben's)","2 ( 8 . 8 - oz . ) UNK . precooked brown rice ( such as Uncle Ben s )","brown rice","cooked brown rice","0.18906176","6","False"
"4986","1/2 teaspoon dried mint, dill or tarragon","1 / 2 teaspoon dried mint , dill or tarragon","dried tarragon leaf","","0.2853818","335","False"
"485","1/4 cup tamarind juice","1 / 4 cup tamarind juice","tap water","","0.2648424","335","False"
"365","2 tsp kecap manis ((Note 3))","2 tsp kecap manis ( ( Note 3 ) )","hoisin sauce","","0.41124153","335","False"
"1261","1 can condensed tomato soup","1 can condensed tomato soup","tomato sauce","","0.34319103","335","False"
"2477","3 tablespoons finely chopped lemongrass- or use lemongrass paste.","3 tablespoons finely chopped lemongrass - or use lemongrass paste .","fresh ginger","","0.33279797","335","False"
"2776","2 tablespoon coconut aminos","2 tablespoon coconut UNK","tamari","","0.29885778","335","False"
"553","½ teaspoon pimentón","1 / 2 teaspoon pimentón","ground cumin","","0.4102605","335","False"
"7652","3 cups leftover cooked quinoa,* brown rice,* or uncooked cauliflower rice*","3 cups leftover cooked quinoa , brown rice , or uncooked cauliflower rice","cooked white rice","","0.3204364","335","False"
"440","6 cups watercress","6 cups watercress","arugula","","0.30319852","335","False"
"4865","Pinch red pepper flakes","Pinch red pepper flakes","crushed red pepper flake","ground red pepper","0.22034624","33","False"
"915","8 cardamom pods, lightly crushed with the flat side of a knife","8 cardamom pods , lightly crushed with the flat side of a knife","ground cardamom","","0.36771506","335","False"
"1087","4 ounces grated gruyère or Comté cheese","4 ounces grated gruyère or Comté cheese","shredded colby cheese","shredded gruyere cheese","0.28353992","5","False"
"4353","1 (12-ounce) bag fresh or frozen cranberries","1 ( 12 - ounce ) bag fresh or frozen cranberries","dried cranberry","","0.44471905","335","False"
"116","3 tablespoons milk","3 tablespoons milk","whole milk","2% milk","0.19261241","4","False"
"4173","4 skinless chicken legs","4 skinless chicken legs","boneless, skinless chicken thigh","","0.27740937","335","False"
"454","1 tbsp. extra-virgin olive oil","1 tbsp . extra - virgin olive oil","extra-virgin olive oil","olive oil","0.021751555","223","False"
"3174","2 tsp Bragg's Aminos","2 tsp Bragg s Aminos","ground ginger","","0.4001279","335","False"
"3241","1-1/2 cups cubed cooked turkey breast","1 - 1 / 2 cups cubed cooked turkey breast","turkey breast","","0.21066394","335","False"
"3775","3 small dried hot red peppers","3 small dried hot red peppers","ancho dried chili","","0.2886059","335","False"
"2897","3 dried chili peppers ((de-seeded and cut into segments))","3 dried chili peppers ( ( de - seeded and cut into segments ) )","ancho dried chili","","0.2697357","335","False"
"2646","1 1/2 cups cooked and cooled farro","1 1 / 2 cups cooked and cooled farro","barley","","0.33773285","335","False"
"6770","1 tablespoon poultry seasoning","1 tablespoon poultry seasoning","Italian seasoning","","0.2929427","335","False"
"6345","2 cups cooked white rice","2 cups cooked white rice","cooked white rice","white rice","0.1052329","25","False"
"2916","soft/hard-boiled egg","soft / hard - boiled egg","egg","","0.17105925","335","False"
"6665","1 Tbsp fresh sage (chopped)","1 Tbsp fresh sage ( chopped )","fresh parsley","","0.3008498","335","False"
"5043","1 tbsp coconut aminos (or fish sauce, if not vegan)","1 tbsp coconut UNK ( or fish sauce , if not vegan )","tamari","","0.3330643","335","False"
"1332","1 tsp salt, celtic sea salt preferred","1 tsp salt , UNK sea salt preferred","table salt","kosher salt","0.17774986","113","True"
"4210","3/4 cup frozen raspberries","3 / 4 cup frozen raspberries","red raspberry","","0.40039647","335","False"
"5443","1 bulb garlic, peeled","1 bulb garlic , peeled","garlic","","0.17710768","335","False"
"4740","1/4 cup roasted chickpeas (recipe below)","1 / 4 cup roasted chickpeas ( recipe below )","chickpea","","0.24790084","335","False"
"3913","2/3 cup buffalo hot sauce of choice, see note","2 / 3 cup buffalo hot sauce of choice , see note","hot sauce","","0.36558604","335","False"
"5080","3 ounces cheddar cheese, thinly sliced","3 ounces cheddar cheese , thinly sliced","cheddar cheese","cheddar cheese slice","0.13149384","2","False"
"446","1 tsp. Gochujang Red Pepper Paste","1 tsp . Gochujang Red Pepper Paste","crushed red pepper flake","","0.27240404","335","False"
"1174","1/2 cup (120ml) homemade or store-bought tahini sauce (note that tahini and tahini sauce are different products)","1 / 2 cup ( UNK ) homemade or store - bought tahini sauce ( note that tahini and tahini sauce are different UNK )","tahini","","0.3840158","335","False"
"2655","1 1/2 cups cooked and cooled red quinoa","1 1 / 2 cups cooked and cooled red quinoa","quinoa","","0.25648808","335","False"
"5025","3 tablespoons cooked peas ( from above)","3 tablespoons cooked peas ( from above )","frozen pea","","0.31997746","335","False"
"165","⅓ cup Mexican Crema","1 / 3 cup Mexican Crema","quinoa","","0.46080476","335","False"
"884","10-15 frozen cylindrical rice cakes (optional), or rice noodles, or pasta, or steamed rice","10 - 15 frozen cylindrical rice cakes ( optional ) , or rice noodles , or pasta , or steamed rice","white rice","","0.24864638","335","False"
"4086","1 Tbsp. Meatloaf Seasoning","1 Tbsp . UNK Seasoning","cajun seasoning","","0.3461639","335","False"
"2781","1 teaspoon lemon grass, sliced","1 teaspoon lemon grass , sliced","lemon","","0.30317414","335","False"
"668","1/2 - 3/4 cup unsweetened vanilla almond milk","1 / 2 - 3 / 4 cup unsweetened vanilla almond milk","almond milk","","0.26756957","335","False"
"5109","Finely grated pecorino, to serve","Finely grated pecorino , to serve","grated parmesan cheese","","0.27389258","335","False"
"56","2 Tbsp. rice wine vinegar","2 Tbsp . rice wine vinegar","rice vinegar","white rice","0.13794205","25","False"
"3014","3 Persian cucumbers, halved lengthwise, thinly sliced into half moons","3 Persian cucumbers , halved lengthwise , thinly sliced into half moons","english cucumber","","0.29563332","335","False"
"126","1 loaf ciabatta bread, 12 to 14 inches long, halved","1 loaf ciabatta bread , 12 to 14 inches long , halved","sandwich bread","","0.29776567","335","False"
"2630","Hot cooked pasta or rice","Hot cooked pasta or rice","macaroni","","0.26636875","335","False"
"2230","1 cup pea shoots","1 cup pea shoots","snap pea","","0.303251","335","False"
"4156","1 teaspoon chopped fresh sage","1 teaspoon chopped fresh sage","ground dried sage","","0.25860715","335","False"
"182","6 ounces jicama","6 ounces jicama","slicing cucumber","","0.2856411","335","False"
"7062","1 teaspoon Sichuan peppercorns, crushed","1 teaspoon Sichuan peppercorns , crushed","ground red pepper","","0.30736873","335","False"
"8059","1 teaspoon poultry seasoning","1 teaspoon poultry seasoning","Italian seasoning","","0.25954658","335","False"
"4056","2 anchovies (, whole (or 1/2 tsp anchovy paste))","2 anchovies ( , whole ( or 1 / 2 tsp anchovy paste ) )","caper","","0.2957614","335","False"
"3421","1/2 cup green or brown lentils","1 / 2 cup green or brown lentils","green curry paste","","0.3812815","335","False"
"2828","5 oz sliced Cremini mushrooms","5 oz sliced UNK mushrooms","white mushroom","brown mushroom","0.27288002","11","False"
"954","2 teaspoons Chinese black vinegar (or young/cheap balsamic vinegar)","2 teaspoons Chinese black vinegar ( or young / UNK balsamic vinegar )","balsamic vinegar","","0.23032139","335","False"
"1355","za'atar","za atar","84% lean ground pork","","0.3412252","335","False"
"5421","1 teaspoon chopped fresh oregano","1 teaspoon chopped fresh oregano","dried oregano leaf","","0.17280383","335","False"
"2185","1 tablespoon gochujang, check labels for gluten-free","1 tablespoon gochujang , check UNK for gluten - free","sriracha","","0.3434046","335","False"
"6388","¼ cup chopped dill","1 / 4 cup chopped dill","fresh dill","dried dill weed","0.124220505","4","False"
"1867","1/2 teaspoon prepared wasabi","1 / 2 teaspoon prepared wasabi","white sugar","","0.42561918","335","False"
"3623","6 chicken legs (drumsticks with thighs; about 3 pounds)","6 chicken legs ( drumsticks with thighs about 3 pounds )","chicken drumstick with skin","","0.29683223","335","False"
"2997","64 ounces (8 cups) low-sodium vegetable broth","64 ounces ( 8 cups ) low - sodium vegetable broth","vegetable broth","","0.29197434","335","False"
"7885","5 tablespoons low-carb sweetener (Erythritol) ((more or less to taste))","5 tablespoons low - UNK UNK ( UNK ) ( ( more or less to taste ) )","cornstarch","","0.46684712","335","False"
"6444","1 tablespoon dried basil","1 tablespoon dried basil","ground dried basil","dried basil leaf","0.16898753","1","False"
"1289","1 cup cherries (frozen, pits removed)","1 cup cherries ( frozen , pits removed )","cherry","","0.3044606","335","False"
"1766","2 1/2 ounces pecorino-Romano cheese, shaved (about 1 1/4 cups)","2 1 / 2 ounces pecorino - Romano cheese , shaved ( about 1 1 / 4 cups )","grated parmesan cheese","shredded parmesan cheese","0.21150199","4","True"
"3226","2 cups cooked quinoa (about 3/4 cup uncooked)","2 cups cooked quinoa ( about 3 / 4 cup uncooked )","macaroni","","0.30324","335","False"
"1146","Sun Basket lemongrass paste (lemongrass - olive oil - fresh garlic - fresh ginger - turmeric)","Sun UNK lemongrass paste ( lemongrass - olive oil - fresh garlic - fresh ginger - turmeric )","fresh ginger","","0.28055167","335","False"
"4442","2 inch lotus root (renkon) ((peeled and precooked, “Renkon no Mizuni”))","2 inch lotus root ( UNK ) ( ( peeled and precooked , UNK no UNK ) )","carrot","","0.4679703","335","False"
"2705","8 ounces cavatappi or other short curly pasta","8 ounces cavatappi or other short curly pasta","pappardelle pasta","","0.25672403","335","False"
"2384","1/4 cup tortilla strips","1 / 4 cup tortilla strips","flour tortilla","","0.37893784","335","False"
"264","2 dried pasilla chiles","2 dried pasilla chiles","ancho dried chili","","0.32701463","335","False"
"3336","1 tablespoon tapioca flour or flour of choice","1 tablespoon tapioca flour or flour of choice","all-purpose white flour","","0.23149425","335","False"
"4610","lettuce for your burgers","lettuce for your UNK","romaine lettuce","green leaf lettuce","0.19758506","5","False"
"189","1 teaspoon sumac","1 teaspoon sumac","cumin seed","","0.29313466","335","False"
"1460","3/4 cup apple cider","3 / 4 cup apple cider","apple","","0.276676","335","False"
"3131","1/2 teaspoon garlic salt","1 / 2 teaspoon garlic salt","table salt","","0.3072842","335","False"
"6104","2 nectarines, about 1 pound, cut into 1/2-inch dice","2 nectarines , about 1 pound , cut into 1 / 2 - inch dice","yellow peach","","0.36022195","335","False"
"3506","1 cup sliced shiitake mushrooms","1 cup sliced shiitake mushrooms","shiitake mushroom","","0.20953101","335","False"
"42","3-4 summer squash or zucchini","3 - 4 summer squash or zucchini","yellow squash","zucchini","0.2631274","26","False"
"2291","100 g / 3.5 oz gruyere (or mozzarella cheese, or other melting cheese of choice)","100 g / 3 . 5 oz UNK ( or mozzarella cheese , or other melting cheese of choice )","shredded colby cheese","shredded gruyere cheese","0.35429308","5","False"
"3723","2 Tablespoons Vegenaise","2 Tablespoons Vegenaise","raisin","","0.40769","335","False"
"8970","1 tsp. Penzeys Pork Chop Seasoning (see notes)","1 tsp . UNK Pork UNK Seasoning ( see notes )","cajun seasoning","","0.37956506","335","False"
"863",".35 ounces instant yeast, such as SAF Instant Yeast (10g; about 2 teaspoons)",". 35 ounces instant yeast , such as SAF Instant Yeast ( 10 g about 2 teaspoons )","whole-wheat flour","","0.33703196","335","False"
"1800","1 tablespoon spicy bean paste ((douban la jiang))","1 tablespoon spicy bean paste ( ( douban la jiang ) )","chili garlic sauce","","0.31351185","335","False"
"4531","1 tablespoon coconut amino acids (or tamari: gluten free soy sauce)","1 tablespoon coconut UNK UNK ( or tamari gluten free soy sauce )","tamari","","0.2192809","335","False"
"8907","8 chicken drumsticks (skin removed)","8 chicken drumsticks ( skin removed )","chicken drumstick with skin","skinless chicken drumstick","0.1596941","1","False"
"1176","Israeli pickles, for serving (see note)","Israeli pickles , for serving ( see note )","pickle relish","","0.4179772","335","False"
"2576","1/2 cup Bacon bits","1 / 2 cup Bacon bits","bacon","","0.29521656","335","False"
"8196","1 or 2 teaspoons chipotle powder (choose your heat level, or omit. We use 2)","1 or 2 teaspoons chipotle powder ( choose your heat level , or omit . UNK use 2 )","chili powder","","0.27138042","335","False"
"5510","4 hard boiled eggs (sliced or quartered)","4 hard boiled eggs ( sliced or quartered )","egg","","0.19454259","335","False"
"4672","1 pound baby potatoes (I used tri color)","1 pound baby potatoes ( I used tri color )","red potato","","0.2350074","335","False"
"6581","1 teaspoon marmite, vegemite, or Maggi seasoning","1 teaspoon UNK , UNK , or Maggi seasoning","chili powder","","0.3378895","335","False"
"290","2 tablespoons almond butter or peanut butter","2 tablespoons almond butter or peanut butter","unsalted butter","","0.3221863","335","False"
"2066","1/4 cup Coconut Aminos","1 / 4 cup Coconut Aminos","coconut milk","","0.30462143","335","False"
"3129","Black vinegar, for serving","Black vinegar , for serving","balsamic vinegar","","0.18777114","335","False"
"1945","2 lbs ground lamb","2 lbs ground lamb","ground pork","","0.28890008","335","False"
"5233","Canned julienned beets (optional)","Canned julienned beets ( optional )","beets","","0.33071437","335","False"
"5156","1 ancho or chipotle chile, soaked, stemmed, seeded and minced; or 1 teaspoon good chile powder","1 ancho or chipotle chile , soaked , stemmed , seeded and minced or 1 teaspoon good chile powder","fresh jalapeno pepper","","0.37301022","335","False"
"2745","7 whole dried Chinese red chili peppers ((optional))","7 whole dried Chinese red chili peppers ( ( optional ) )","crushed red pepper flake","","0.3606866","335","False"
"2794","4 tablespoon coconut aminos","4 tablespoon coconut UNK","tamari","","0.3392746","335","False"
"7040","4 cups mirepoix*","4 cups UNK","regular mayonnaise","","0.39710766","335","False"
"4172","4 skinless chicken thighs","4 skinless chicken thighs","boneless, skinless chicken thigh","bone-in chicken thigh with skin","0.18108533","8","True"
"5027","1 teaspooon truffle oil","1 teaspooon truffle oil","canola oil","","0.2600726","335","False"
"811","½ oz. Hazelnut Pieces","1 / 2 oz . UNK Pieces","english cucumber","","0.44973785","335","False"
"4723","2 tablespoons mirin (Japanese rice wine)","2 tablespoons mirin ( Japanese rice wine )","white wine","","0.24563447","335","False"
"6266","2 tablespoons O Organics Extra Virgin Olive Oil","2 tablespoons O UNK Extra Virgin Olive Oil","olive oil","extra-virgin olive oil","0.35306287","50","False"
"6174","1 teaspoon celery seed","1 teaspoon celery seed","whole celery seed","celery","0.1692338","44","False"
"4708","1 lb. <p>broccoli rabe, trimmed</p>","1 lb . broccoli rabe , trimmed","broccoli","","0.35510093","335","False"
"4827","1/2 cup salsa verde","1 / 2 cup salsa verde","salsa","","0.18836927","335","False"
"498","1/4 cup extra virgin olive oil","1 / 4 cup extra virgin olive oil","extra-virgin olive oil","olive oil","0.030098248","223","False"
"3113","2 lb baby potatoes","2 lb baby potatoes","red potato","","0.2932273","335","False"
"474","1 can Italian-style stewed tomatoes (chopped)","1 can Italian - style stewed tomatoes ( chopped )","Italian seasoning","","0.33425432","335","False"
"4541","1 cup fresh thai basil leaves","1 cup fresh UNK basil leaves","fresh basil","","0.23371732","335","False"
"1708","juice and zest of ½ lemon","juice and zest of 1 / 2 lemon","lemon juice","lemon","0.27733183","28","False"
"3710","2 hard boiled eggs (finely diced)","2 hard boiled eggs ( finely diced )","egg","","0.16799325","335","False"
"366","1 tsp dark soy sauce ((Note 4))","1 tsp dark soy sauce ( ( Note 4 ) )","dark soy sauce","soy sauce","0.1186669","51","False"
"4559","1/2 cup coconut water","1 / 2 cup coconut water","coconut milk","","0.27181762","335","False"
"181","2 tablespoons fried shallots – contains soy (optional)","2 tablespoons fried shallots contains soy ( optional )","shallot","","0.36657506","335","False"
"3321","1 cup fresh sweet corn kernels (sliced off the cob is the best)","1 cup fresh sweet corn kernels ( sliced off the cob is the best )","fresh corn","frozen corn","0.23595437","13","False"
"3878","few sprigs fresh tarragon or dill","few sprigs fresh tarragon or dill","fresh dill","","0.2637226","335","False"
"8629","1 loaf ciabatta, split horizontally (1-lb.)","1 loaf ciabatta , split horizontally ( 1 - lb . )","French bread","sandwich bread","0.3989972","31","True"
"83","Sauce:","Sauce","pepita","","0.33462575","335","False"
"2654","fresh herbs for garnish","fresh herbs for garnish","fresh thyme","","0.29922","335","False"
"8965","1 sprig Tarragon","1 sprig Tarragon","fresh rosemary","","0.25513613","335","False"
"5121","1 cup pepperoni, chopped","1 cup pepperoni , chopped","pepperoni","","0.1774429","335","False"
"6891","pickled red ginger (beni shoga or kizami beni shoga) ((Kizami Shoga) (to garnish))","pickled red ginger ( beni UNK or UNK beni UNK ) ( ( UNK UNK ) ( to garnish ) )","watermelon","","0.374919","335","False"
"6681","1 teaspoon amchur (dried mango powder)","1 teaspoon amchur ( dried mango powder )","ground turmeric","","0.39475924","335","False"
"8008","⅓ cup cooked baked beans, homemade or canned, with sauce","1 / 3 cup cooked baked beans , homemade or canned , with sauce","refried bean","","0.33569026","335","False"
"3891","1/2 bag coleslaw mix (shredded cabbage and carrots)","1 / 2 bag coleslaw mix ( shredded cabbage and carrots )","coleslaw mix","","0.26534882","335","False"
"1168","2 tablespoons (30ml) fresh juice from 1 lemon","2 tablespoons ( UNK ) fresh juice from 1 lemon","lemon juice","lemon","0.26324376","28","False"
"3430","1 tablespoon molasses","1 tablespoon molasses","honey","","0.39384997","335","False"
"3047","8 cups unsalted vegetable stock","8 cups unsalted vegetable stock","vegetable broth","","0.17605823","335","False"
"425","1 tablespoon extra-virgin olive oil","1 tablespoon extra - virgin olive oil","extra-virgin olive oil","olive oil","0.02055173","223","False"
"8597","1 teaspoon matcha powder","1 teaspoon matcha powder","chili powder","","0.27389175","335","False"
"6032","Optional: 1/4 cup diced pickled jalapenos","Optional 1 / 4 cup diced pickled jalapenos","pickled sweet red pepper","","0.3135026","335","False"
"2821","1 cup grated sharp cheddar (4 ounces)","1 cup grated sharp cheddar ( 4 ounces )","shredded yellow cheddar cheese","shredded sharp cheddar cheese","0.19764382","2","False"
"254","1 lemongrass stalk, chopped","1 lemongrass stalk , chopped","fresh ginger","","0.29337084","335","False"
"5229","1 can (14.5 ounces) low-fat coconut milk","1 can ( 14 . 5 ounces ) low - fat coconut milk","coconut milk","light coconut milk","0.1817056","9","False"
"2302","500 g / 1 lb lamb mince ((ground lamb, or beef) (Note 1))","500 g / 1 lb lamb UNK ( ( ground lamb , or beef ) ( Note 1 ) )","mild Italian sausage","","0.37380308","335","False"
"2476","¼ cup galangal root, sliced into ⅛ thick disks, skins ok ( 2 inch piece)","1 / 4 cup galangal root , sliced into 1 / 8 thick disks , skins UNK ( 2 inch piece )","fresh ginger","","0.26935264","335","False"
"3146","1 teaspoon bacon fat or extra virgin olive oil","1 teaspoon bacon fat or extra virgin olive oil","bacon","","0.2798866","335","False"
"626","¼ teaspoon red-pepper flakes, plus more to taste","1 / 4 teaspoon red - pepper flakes , plus more to taste","crushed red pepper flake","red bell pepper","0.14299697","60","False"
"8913","1/4 teaspoon ground pepper","1 / 4 teaspoon ground pepper","ground black pepper","ground red pepper","0.1679079","33","False"
"1836","1/4 - 1/2 tsp maple extract","1 / 4 - 1 / 2 tsp maple extract","maple syrup","","0.329401","335","False"
"3221","1 teaspoon Aleppo-style pepper, plus more for serving","1 teaspoon Aleppo - style pepper , plus more for serving","84% lean ground pork","","0.32741064","335","False"
"8870","tabbouleh salad","UNK salad","Caesar dressing","","0.3371951","335","False"
"322","1/4 cup tortilla strips, for garnish","1 / 4 cup tortilla strips , for garnish","fresh green chili pepper","","0.40987444","335","False"
"5206","¼ cup microgreens, optional","1 / 4 cup microgreens , optional","arugula","","0.3971492","335","False"
"2962","4 4-inch squares focaccia or similar flatbread, sliced in two horizontally","4 4 - inch squares focaccia or similar flatbread , sliced in two horizontally","French bread","","0.46227643","335","False"
"4458","1 scoop vanilla protein powder or collagen peptides (see note)","1 scoop vanilla protein powder or UNK UNK ( see note )","vanilla extract","","0.27536458","335","False"
"1069","1-inch piece cinnamon","1 - inch piece cinnamon","ground cinnamon","","0.21183693","335","False"
"2326","1/2 cup Fresh fruit, such as apples, banana, strawberries sliced","1 / 2 cup Fresh fruit , such as apples , banana , strawberries sliced","yellow peach","","0.40999463","335","False"
"2917","Fukujinzuke (red pickled daikon)","UNK ( red pickled daikon )","english cucumber","","0.3348136","335","False"
"7973","generous pinch saffron (optional)","generous pinch saffron ( optional )","raisin","","0.35207123","335","False"
"23","1 teaspoon coarsely crushed Sichuan pepper","1 teaspoon coarsely crushed Sichuan pepper","fresh red chili pepper","","0.28549665","335","False"
"3149","1 to 2 teaspoons dry rub","1 to 2 teaspoons dry rub","Italian seasoning","","0.40259486","335","False"
"8236","Sun Basket ginger sauce base (fish sauce - lime juice - sambal oelek - ginger - coconut sugar)","Sun UNK ginger sauce base ( fish sauce - lime juice - sambal oelek - ginger - coconut sugar )","cornstarch","","0.37293333","335","False"
"3246","4 lettuce leaves","4 lettuce leaves","romaine lettuce","green leaf lettuce","0.086045206","5","False"
"3615","2 tablespoons (30ml) whole grain mustard","2 tablespoons ( UNK ) whole grain mustard","dijon mustard","","0.3189606","335","False"
"2801","600 g / 1.2 lb scotch fillet steak / boneless rib eye ((Note 1))","600 g / 1 . 2 lb scotch fillet steak / boneless rib eye ( ( Note 1 ) )","bird's eye chili pepper","","0.47523162","335","False"
"2470","1/2 cup coarsely grated Gruyère cheese (about 2 1/2 ounces)","1 / 2 cup coarsely grated Gruyère cheese ( about 2 1 / 2 ounces )","shredded colby cheese","shredded gruyere cheese","0.3050559","5","False"
"4444","4 Shiso leaves (Ooba)","4 Shiso leaves ( UNK )","green leaf lettuce","","0.46415654","335","False"
"864","1.125 ounces Extra Virgin olive oil (32g; about 3 tablespoons)","1 . 125 ounces Extra Virgin olive oil ( 32 g about 3 tablespoons )","extra-virgin olive oil","olive oil","0.21549009","223","False"
"5405","1 (16-ounce) jar giardiniera salad, (drained and chopped)","1 ( 16 - ounce ) jar UNK salad , ( drained and chopped )","red kidney bean","","0.40898937","335","False"
"2710","4 ounces Fontina cheese, grated (about 1 cup)","4 ounces Fontina cheese , grated ( about 1 cup )","gruyere cheese","","0.3792816","335","False"
"2123","1 Tbsp lemon curd","1 Tbsp lemon curd","garam masala","","0.4326288","335","False"
"843","Salsa:","Salsa","pepita","","0.32956374","335","False"
