"id","raw","pred","label","dist","training_count","not_exact"
"2232","1 1/2 to 2 cups cooked chickpeas","chickpea","chickpea","0.2484499","27","False"
"4737","1 small carrot, spiralized or cut in matchsticks","carrot","carrot","0.1310206","61","False"
"8281","spicy mayo (see notes)","regular mayonnaise","regular mayonnaise","0.1891371","33","True"
"7230","2 tablespoons sherry cooking wine ( or sub 1 tablespoon balsamic vinegar)","dry sherry","dry sherry","0.25857174","6","True"
"3159","1 cup heavy cream","heavy whipping cream","heavy whipping cream","0.124524504","20","False"
"2609","1 tsp oregano","dried oregano leaf","dried oregano leaf","0.16229257","41","False"
"4940","1/4 tsp white pepper","white pepper","white pepper","0.084287405","10","False"
"4886","1 (15 oz) can organic diced tomatoes","diced tomato","diced tomato","0.10528819","26","False"
"2429","3 medium cloves garlic, minced","garlic","garlic","0.18250102","331","False"
"3958","coarse salt","kosher salt","kosher salt","0.10811458","113","False"
"2087","1 15-ounce can chickpeas, rinsed","chickpea","chickpea","0.13970387","27","False"
"4187","1 tablespoon cornstarch","cornstarch","cornstarch","0.04138522","46","False"
"8423","2 tbsp unsalted butter","unsalted butter","unsalted butter","0.037906617","93","False"
"95","3 cloves garlic","garlic","garlic","0.13179559","331","False"
"7270","2 teaspoons cumin","ground cumin","ground cumin","0.09776181","72","False"
"5293","1 tablespoon freshly grated ginger","fresh ginger","fresh ginger","0.06857809","124","False"
"6992","2 limes","lime","lime","0.21794602","24","False"
"2060","1 lb flank steak ((or your favorite cut of beef thinly sliced))","flank steak","flank steak","0.11216289","7","False"
"8587","2 cloves garlic, chopped","garlic","garlic","0.094239354","331","False"
"1206","16 oz. firm tofu ((450g))","firm tofu","firm tofu","0.11223658","12","False"
"3289","2 cups green beans, cleaned","fresh green bean","fresh green bean","0.13983898","11","False"
"2462","2 1/2 cups thinly sliced leeks (white and pale green parts only; from about 2 large)","leek","leek","0.19503152","11","False"
"5475","8 oz. button mushrooms","white mushroom","white mushroom","0.11021274","24","True"
"1736","1/3 cup low-sodium soy sauce","low-sodium soy sauce","low-sodium soy sauce","0.04098412","38","False"
"8776","1 teaspoon canola oil","canola oil","canola oil","0.059553318","31","False"
"2946","1/4 cup basil leaves, (thinly sliced)","ground dried basil","ground dried basil","0.24188292","9","False"
"5220","Unsalted butter (softened)","unsalted butter","unsalted butter","0.10089238","93","False"
"8013","1 small cucumber, peeled","slicing cucumber","slicing cucumber","0.13162747","27","False"
"7881","1/4 cup red onion, diced finely","red onion","red onion","0.11967132","67","False"
"3619","2 bay leaves","bay leaf","bay leaf","0.14225402","26","False"
"4682","2 tablespoons hot sauce of choice, (or to taste)","hot sauce","hot sauce","0.18789461","18","False"
"2838","1 medium yellow onion, chopped","yellow onion","yellow onion","0.061967578","164","False"
"8850","2 green onions, sliced","green onion","green onion","0.08958158","109","False"
"1281","4 pieces rustic bread ((lightly toasted // gluten-free for GF eaters))","sandwich bread","sandwich bread","0.14278336","31","True"
"4623","1/4 cup cornstarch","cornstarch","cornstarch","0.05484759","46","False"
"2610","2 tbsp chopped fresh basil","fresh basil","fresh basil","0.05615888","39","False"
"452","4 oz. Shredded Red Cabbage","red cabbage","red cabbage","0.15755291","17","False"
"1287","Water or unsweetened almond milk ((to thin))","tap water","tap water","0.19688883","92","False"
"6509","8-10 Bibb lettuce leaves","butter lettuce","butter lettuce","0.18215027","9","False"
"4897","1 tablespoon minced garlic","garlic","garlic","0.112902135","331","False"
"1036","4 cup vegetable broth","vegetable broth","vegetable broth","0.025628347","29","False"
"2839","4 garlic cloves, minced","garlic","garlic","0.14536074","331","False"
"1226","1 bunch cilantro, chopped (about 1 1/2 cups/75 grams), divided","cilantro","cilantro","0.18465725","117","False"
"6434","2 carrots, chopped","carrot","carrot","0.12445597","61","False"
"6043","1 Serrano Pepper","fresh serrano pepper","fresh serrano pepper","0.19568619","10","False"
"556","1/4 cup olive oil","olive oil","olive oil","0.06107786","223","False"
"386","1/4 teaspoon cayenne pepper","ground red pepper","ground red pepper","0.095219254","33","False"
"2737","1½ tablespoons honey","honey","honey","0.06469597","60","False"
"8724","1 small to medium sized spaghetti squash (halved and seeds removed)","spaghetti squash","spaghetti squash","0.1966362","5","False"
"4464","¼ teaspoon ground black pepper","ground black pepper","ground black pepper","0.034928583","200","False"
"6161","1 tablespoon minced peeled fresh ginger","fresh ginger","fresh ginger","0.038903378","124","False"
"3180","1/2 teaspoon pepper","ground black pepper","ground black pepper","0.11711734","200","False"
"3270","1/2 teaspoon salt","table salt","table salt","0.09177246","208","False"
"8642","1 teaspoon fennel seeds, crushed","whole fennel seed","whole fennel seed","0.15506306","4","False"
"6487","2 Tbsp chopped parsley","fresh parsley","fresh parsley","0.09027497","85","False"
"7296","8 eggs","egg","egg","0.08648641","93","False"
"2971","3 tablespoons honey","honey","honey","0.059006613","60","False"
"6651","½ cup dry white wine or broth","white wine","white wine","0.15604928","19","True"
"4418","Panko bread crumbs for breading","panko bread crumb","panko bread crumb","0.09047663","23","False"
"6647","1 teaspoon lemon juice","lemon juice","lemon juice","0.041123513","66","False"
"7361","1 medium yellow or red onion, finely chopped","yellow onion","yellow onion","0.11137777","164","False"
"3706","3 green onions, sliced (or fresh cilantro)","green onion","green onion","0.12315905","109","False"
"8251","4 teaspoons curry powder","curry powder","curry powder","0.054188035","22","False"
"4290","1/4 of a red onion","red onion","red onion","0.05252948","67","False"
"7616","Juice and zest of 4 limes","lime","lime","0.17246902","24","False"
"3334","1 cup frozen peas","frozen pea","frozen pea","0.051299166","12","False"
"2104","2 Tbsp butter","unsalted butter","unsalted butter","0.12522085","93","False"
"7813","2 tablespoons rice vinegar","rice vinegar","rice vinegar","0.06428831","44","False"
"898","2 tablespoons olive oil","olive oil","olive oil","0.05060727","223","False"
"8607","1 tablespoon olive oil","olive oil","olive oil","0.056319624","223","False"
"4666","1/2 cup tomato sauce","tomato sauce","tomato sauce","0.088064045","13","False"
"8766","1 tsp lemon zest","lemon zest","lemon zest","0.041276403","13","False"
"2768","1/2 teaspoon dried oregano","dried oregano leaf","dried oregano leaf","0.091421336","41","False"
"2420","3 green onions, minced","green onion","green onion","0.087852955","109","False"
"6452","1 scallion, finely chopped","green onion","green onion","0.13148984","109","False"
"7902","2 tsp red wine vinegar","red wine vinegar","red wine vinegar","0.032193024","17","False"
"8753","1 teaspoon crushed red pepper","crushed red pepper flake","crushed red pepper flake","0.10021162","57","False"
"6254","2 tablespoons chopped parsley (plus more for garnish)","fresh parsley","fresh parsley","0.19042015","85","False"
"5486","1 tablespoon vegetable oil","vegetable oil","vegetable oil","0.027922492","80","False"
"470","2 cups onion chopped","yellow onion","yellow onion","0.08711662","164","False"
"7283","3/4 teaspoon kosher salt","kosher salt","kosher salt","0.05852117","113","False"
"1313","2 oz. shredded queso fresco","queso fresco","queso fresco","0.16269356","4","False"
"855","1/2 cup vanilla Greek yogurt*","low-fat vanilla greek yogurt","low-fat vanilla greek yogurt","0.12486256","3","False"
"3656","1/4 cup panko","panko bread crumb","panko bread crumb","0.1720488","23","False"
"3856","10 large eggs","egg","egg","0.1250063","93","False"
"4552","1/8 teaspoon freshly ground black pepper","ground black pepper","ground black pepper","0.043229334","200","False"
"1105","1 large onion, minced (about 1 1/2 cups), divided","yellow onion","yellow onion","0.18847811","164","False"
"8145","¼ cup Hoisin Sauce","hoisin sauce","hoisin sauce","0.08634781","10","False"
"3641","1 cup diced zucchini","zucchini","zucchini","0.084587105","26","False"
"7499","3 tablespoons salted butter","salted butter","salted butter","0.08106044","2","False"
"5458","3 tablespoons pure maple syrup","maple syrup","maple syrup","0.059575006","17","False"
"2423","2 tablespoons honey (more to taste)","honey","honey","0.14200956","60","False"
"5123","1- 1/2 cup mozzarella cheese","shredded low-moisture part-skim mozzarella cheese","shredded low-moisture part-skim mozzarella cheese","0.123357676","15","True"
"6479","4 eggs","egg","egg","0.1005023","93","False"
"7463","½ cup chopped cilantro, thin stems included","cilantro","cilantro","0.12288349","117","False"
"830","Freshly squeezed juice of 1 lemon, more to taste","lemon juice","lemon juice","0.16819316","66","False"
"7445","1 (6-ounce) can tomato paste","tomato paste","tomato paste","0.15859912","26","False"
"5482","1/4 cup peanuts, chopped","dry-roasted peanut","dry-roasted peanut","0.18079366","18","False"
"6167","1 cup carrots, sliced or diced small","carrot","carrot","0.13497463","61","False"
"5472","1/2 Tbsp neutral cooking oil**","vegetable oil","vegetable oil","0.09268886","80","True"
"1556","1 teaspoon freshly ground black pepper","ground black pepper","ground black pepper","0.053675897","200","False"
"2148","10 ounces wild tail-on jumbo shrimp","shrimp","shrimp","0.21557052","38","True"
"908","3 tablespoons ghee, butter, safflower oil or grapeseed oil","unsalted butter","unsalted butter","0.23952444","93","False"
"3852","1 cup fresh spinach","fresh spinach","fresh spinach","0.038051665","50","False"
"7341","1/3 cup grated Parmesan","grated parmesan cheese","grated parmesan cheese","0.17307875","57","False"
"698","Cooking spray","cooking spray","cooking spray","0.10128125","30","False"
"7808","2 teaspoons minced fresh garlic","garlic","garlic","0.14217027","331","False"
"7784","1 clove garlic","garlic","garlic","0.08782184","331","False"
"2190","1 small clove garlic, minced","garlic","garlic","0.16413689","331","False"
"3157","1/4 teaspoon ground black pepper","ground black pepper","ground black pepper","0.034928583","200","False"
"8700","1 or 2! avocados, thinly sliced","hass avocado","hass avocado","0.1999902","64","False"
"3216","black pepper, to taste","ground black pepper","ground black pepper","0.07493939","200","False"
"7512","1/2 teaspoon black pepper","ground black pepper","ground black pepper","0.07216501","200","False"
"6026","1 teaspoon cumin","ground cumin","ground cumin","0.076391086","72","False"
"2397","1/4 cup chopped fresh cilantro","cilantro","cilantro","0.14525124","117","False"
"5309","5 teaspoons lower-sodium soy sauce","low-sodium soy sauce","low-sodium soy sauce","0.10662751","38","False"
"4665","2 cups chicken broth","chicken broth","chicken broth","0.04372396","56","False"
"3028","1 cup uncooked basmati rice","white rice","white rice","0.09565488","25","True"
"6544","2 cups cherry tomato, halved","cherry tomato","cherry tomato","0.07090798","27","False"
"8","Â¼ cup Panko Breadcrumbs","panko bread crumb","panko bread crumb","0.15461966","23","False"
"3165","1/2 tsp salt","table salt","table salt","0.079483464","208","False"
"2353","1 tsp sugar - optional (Note 1)","white sugar","white sugar","0.17132412","51","False"
"2840","1 medium sweet potato, cubed","sweet potato","sweet potato","0.062483564","22","False"
"169","1/2 large onion, chopped","yellow onion","yellow onion","0.08182901","164","False"
"6152","12 ounces pork tenderloin, trimmed, cut into 1 1/2x1/4-inch strips","pork tenderloin","pork tenderloin","0.107136615","19","False"
"6366","3-4 smashed and rough chopped garlic cloves","garlic","garlic","0.22942886","331","False"
"4660","½ teaspoon garlic powder, to taste","garlic powder","garlic powder","0.09199688","53","False"
"2936","1/4 cup (60 mL) balsamic vinegar","balsamic vinegar","balsamic vinegar","0.12918206","17","False"
"8320","1/2 teaspoon salt","table salt","table salt","0.09177246","208","False"
"876","1 Bird's Eye Chile Pepper","bird's eye chili pepper","bird's eye chili pepper","0.25047165","14","False"
"2241","5-6 large sweet onions, sliced","yellow onion","yellow onion","0.15411478","164","False"
"1324","4 basil leaves, torn","fresh basil","fresh basil","0.1320163","39","False"
"4677","1 14 ounce package extra firm tofu, frozen and thawed","firm tofu","firm tofu","0.17814559","12","True"
"5491","1 teaspoon chili powder","chili powder","chili powder","0.059157703","39","False"
"8471","2 medium summer squash and or zucchini, sliced into rounds","yellow squash","yellow squash","0.19204204","5","False"
"4201","1/4 red onion, (thinly sliced)","red onion","red onion","0.06403406","67","False"
"7860","1 tablespoon minced fresh ginger","fresh ginger","fresh ginger","0.04245487","124","False"
"4484","1 teaspoon rice wine vinegar (see note)","rice vinegar","rice vinegar","0.117684096","44","False"
"5074","3 garlic cloves, minced","garlic","garlic","0.1737479","331","False"
"8867","1 egg white (*)","egg white","egg white","0.09257211","6","False"
"3502","2 bell peppers, thinly sliced","green bell pepper","green bell pepper","0.21740955","32","False"
"4571","1 litre beef stock","beef broth","beef broth","0.18788378","17","False"
"7859","4 tablespoons ghee (sold in Indian stores and fancy food shops) or clarified butter; vegetable oil can be substituted","unsalted butter","unsalted butter","0.2199619","93","True"
"8988","2 plum tomatoes, each cut lengthwise into 4 slices","tomato","tomato","0.18571836","57","True"
"2392","2 tablespoons plus 2 teaspoons extra-virgin olive oil","extra-virgin olive oil","extra-virgin olive oil","0.052025475","50","False"
"4804","1/2 teaspoon salt ((or to taste))","table salt","table salt","0.122378774","208","False"
"3730","3 medium carrots, peeled and cut into 1-inch chunks","carrot","carrot","0.13590853","61","False"
"2023","2 tbsp olive oil, divided","olive oil","olive oil","0.09442286","223","False"
"5372","sesame seeds, for topping (optional)","hulled white sesame seed","hulled white sesame seed","0.14050865","26","False"
"2826","1 tbsp Worcestershire sauce","worcestershire sauce","worcestershire sauce","0.06494263","24","False"
"8322","black pepper to taste","ground black pepper","ground black pepper","0.07320022","200","False"
"6778","6 eggs","egg","egg","0.094543494","93","False"
"2409","Pinch of sugar","white sugar","white sugar","0.10376496","51","False"
"4024","1 tsp mild chili powder","chili powder","chili powder","0.25093338","39","False"
"5457","1/4 teaspoon red pepper flakes","crushed red pepper flake","crushed red pepper flake","0.11157976","57","False"
"3365","4 ounces herbed goat cheese","crumbled fresh soft goat cheese","crumbled fresh soft goat cheese","0.13537508","12","True"
"981","2 tbsp white wine vinegar","white wine vinegar","white wine vinegar","0.035199028","11","False"
"7603","3/4 cup frozen shelled edamame, thawed (or lima beans)","frozen edamame","frozen edamame","0.169484","3","False"
"8102","sea salt (to taste)","table salt","table salt","0.11010514","208","True"
"8100","3 teaspoons white vinegar","white vinegar","white vinegar","0.061040625","3","False"
"4533","¼ cup rice wine vinegar","rice vinegar","rice vinegar","0.132732","44","False"
"3580","1/4 tsp garlic powder","garlic powder","garlic powder","0.057643775","53","False"
"3398","2 cups of quartered sliced cucumber ((I prefer persian or english cucumbers))","english cucumber","english cucumber","0.19816011","9","False"
"6777","cooking spray","cooking spray","cooking spray","0.0","30","False"
"5162","1 lime","lime","lime","0.1284223","24","False"
"6533","1/3 cup water","tap water","tap water","0.14154726","92","False"
"3490","Worcestershire sauce","worcestershire sauce","worcestershire sauce","0.024382904","24","False"
"6071","4 (2-oz.) whole-wheat hoagie rolls, split","sandwich roll","sandwich roll","0.27206856","2","True"
"8996","2 teaspoons smoked paprika","smoked paprika","smoked paprika","0.060888328","20","False"
"8922","3/4 cup fresh blackberries","blackberry","blackberry","0.15131184","2","False"
"3279","1 tablespoon fresh orange juice","orange juice","orange juice","0.055965975","13","False"
"2497","1 1/4 cups water","tap water","tap water","0.14566045","92","False"
"2960","10 green olives, pitted and chopped","olives","olives","0.24760044","14","True"
"7271","2 teaspoon dried oregano","dried oregano leaf","dried oregano leaf","0.09220509","41","False"
"1367","2 teaspoons lemon juice","lemon juice","lemon juice","0.040851906","66","False"
"8369","3 tablespoons unsalted butter, at room temperature","unsalted butter","unsalted butter","0.069777355","93","False"
"8022","1/8 teaspoon cayenne pepper","ground red pepper","ground red pepper","0.11816015","33","False"
"7532","4 tablespoons olive oil","olive oil","olive oil","0.05429199","223","False"
"3462","20 ounce Ground Pork","ground pork","ground pork","0.18468781","16","False"
"7839","1 1/2 tbsp light soy sauce (, or all purpose soy(Note 3))","light soy sauce","light soy sauce","0.12352276","13","False"
"7034","fresh black pepper, to taste","ground black pepper","ground black pepper","0.09615068","200","False"
"1205","1/2 cup crumbled feta cheese","crumbled feta cheese","crumbled feta cheese","0.049024217","17","False"
"8065","1 tbsp olive oil","olive oil","olive oil","0.0756367","223","False"
"3749","8 eggs","egg","egg","0.08648641","93","False"
"2901","kosher/sea salt (I use Diamond Crystal; Use half for table salt)","kosher salt","kosher salt","0.13343224","113","False"
"4248","2 shallots, chopped","shallot","shallot","0.10102526","35","False"
"4388","5 cups Beef Bone Broth or Whole30-compliant beef broth","beef broth","beef broth","0.19174203","17","False"
"3632","½ teaspoon ground coriander","ground coriander","ground coriander","0.05373814","14","False"
"5026","⅛ teaspooon salt","table salt","table salt","0.10924865","208","False"
"8248","3 cloves garlic (minced)","garlic","garlic","0.15989205","331","False"
"1984","1 Tspn Ginger (Minced)","fresh ginger","fresh ginger","0.09750751","124","False"
"6664","1 tsp Dijon mustard (or whole-grain Dijon)","dijon mustard","dijon mustard","0.18338919","29","False"
"5436","3 Tbsp rice vinegar","rice vinegar","rice vinegar","0.056669693","44","False"
"8410","4 cups chicken broth","chicken broth","chicken broth","0.04568481","56","False"
"3517","⅓ cup Dijon mustard","dijon mustard","dijon mustard","0.10689671","29","False"
"8588","15 oz part skim ricotta cheese, I like Polly-o","part-skim ricotta","part-skim ricotta","0.14091447","5","False"
"8692","1/4 teaspoon cayenne pepper","ground red pepper","ground red pepper","0.095219254","33","False"
"790","4 large eggs","egg","egg","0.1106856","93","False"
"1960","2 15 oz cans black beans, rinsed and drained","black bean","black bean","0.14544183","26","False"
"1413","3 dried red peppers or 1 teaspoon red-pepper flakes","ancho dried chili","ancho dried chili","0.1316096","5","True"
"6607","14.5 oz diced tomatoes","diced tomato","diced tomato","0.062875494","26","False"
"6248","1 cup halved cherry tomatoes","cherry tomato","cherry tomato","0.06600694","27","False"
"4820","2 teaspoons canola oil","canola oil","canola oil","0.06953139","31","False"
"1266","3 cups mixed vegetables (, fresh or frozen)","frozen mixed vegetable","frozen mixed vegetable","0.20731787","5","False"
"2204","2 small plum tomatoes, cut into 12 slices","tomato","tomato","0.18288788","57","False"
"1992","1 teaspoon salt","table salt","table salt","0.07826544","208","False"
"148","1 teaspoon Honey","honey","honey","0.09015298","60","False"
"2229","8 slices of crusty, whole grain bread","sandwich bread","sandwich bread","0.106192805","31","True"
"7667","14 oz unsweetened coconut milk ((1 can))","coconut milk","coconut milk","0.14682099","21","False"
"3382","3 cups water","tap water","tap water","0.10560309","92","False"
"2584","1/2 cup Heavy cream","heavy whipping cream","heavy whipping cream","0.15076895","20","False"
"2182","avocado for serving","hass avocado","hass avocado","0.15313528","64","False"
"4271","1 teaspoon cornstarch","cornstarch","cornstarch","0.043328628","46","False"
"7574","½ cup castelvetrano olives (pitted)","olives","olives","0.17789745","14","True"
"1880","2 teaspoons olive oil","olive oil","olive oil","0.06292267","223","False"
"6123","1 oz. Roasted Peanuts","dry-roasted peanut","dry-roasted peanut","0.23896354","18","False"
"6133","1 teaspoon extra virgin olive","extra-virgin olive oil","extra-virgin olive oil","0.257105","50","False"
"679","3 cups chopped sweet potatoes, fresh or frozen","sweet potato","sweet potato","0.118321165","22","False"
"2512","1 teaspoon cumin seeds","cumin seed","cumin seed","0.09203945","10","False"
"6666","1 1/2 tsp fresh rosemary (chopped)","fresh rosemary","fresh rosemary","0.08792685","10","False"
"6920","One 28-ounce can enchilada or Mexican red sauce","red enchilada sauce","red enchilada sauce","0.14467564","4","False"
"7121","4 ciabatta bread (or telero bread)","sandwich bread","sandwich bread","0.12245099","31","True"
"2187","1 tablespoon reduced sodium soy sauce, use gluten-free soy sauce for GF","low-sodium soy sauce","low-sodium soy sauce","0.13253734","38","False"
"7461","3 cloves garlic, peeled and finely chopped","garlic","garlic","0.1642581","331","False"
"174","1 large butternut, peeled (3 lbs)","butternut squash","butternut squash","0.1471469","7","False"
"2474","1 -2 shallots, diced","shallot","shallot","0.13831553","35","False"
"8546","4 cloves garlic, minced or grated","garlic","garlic","0.11855893","331","False"
"6800","½ teaspoon sesame oil","sesame oil","sesame oil","0.049120203","68","False"
"4072","2 carrots","carrot","carrot","0.11588368","61","False"
"5217","2 tablespoons olive oil","olive oil","olive oil","0.05060727","223","False"
"4254","6 romaine leaves","romaine lettuce","romaine lettuce","0.13731642","27","False"
"3415","4 sweet Italian sausages (about 1 pound), pricked with a fork","mild Italian sausage","mild Italian sausage","0.15392843","10","True"
"4669","3 garlic cloves (finely chopped)","garlic","garlic","0.15476422","331","False"
"2774","1 teaspoon avocado oil","avocado oil","avocado oil","0.048174646","9","False"
"3733","2 bay leaves","bay leaf","bay leaf","0.14225402","26","False"
"6787","2 eggs","egg","egg","0.09147963","93","False"
"528","1 hot pickled serrano pepper, chopped (or jalepeño) more to taste","fresh serrano pepper","fresh serrano pepper","0.17349231","10","False"
"4738","¼ cup chopped red cabbage","red cabbage","red cabbage","0.058632195","17","False"
"979","1/2 tsp. dried dill weed","dried dill weed","dried dill weed","0.038297035","4","False"
"8671","1 teaspoon dried thyme","dried thyme leaf","dried thyme leaf","0.1489872","11","False"
"3894","1/4 tsp smoked paprika","smoked paprika","smoked paprika","0.06690559","20","False"
"3169","1/2 cup (150g) honey ((or maple syrup))","honey","honey","0.20984718","60","False"
"7316","1 cup purchased chunky salsa","salsa","salsa","0.14768131","10","False"
"6002","1/2 teaspoon garlic powder","garlic powder","garlic powder","0.048867952","53","False"
"2595","3 cloves garlic (minced)","garlic","garlic","0.15989205","331","False"
"2749","2 cups broccoli florets","broccoli floret","broccoli floret","0.061666563","7","False"
"1483","1/4 cup chopped red onion","red onion","red onion","0.051165774","67","False"
"584","6 oz white mushrooms","white mushroom","white mushroom","0.07422971","24","False"
"1215","1 pound broccoli ((450g, cut into small florets))","broccoli","broccoli","0.17574026","13","False"
"8499","1/2 green bell pepper, cut into 2 inch pieces","green bell pepper","green bell pepper","0.082659885","32","False"
"4025","1 tsp paprika","ground paprika","ground paprika","0.13104355","25","False"
"2361","1/2 cup shredded cheese of choice (I used Asiago)","shredded low-moisture part-skim mozzarella cheese","shredded low-moisture part-skim mozzarella cheese","0.17769942","15","True"
"497","8 ounces feta cheese, cubed","crumbled feta cheese","crumbled feta cheese","0.12874953","17","False"
"6679","1.5 teaspoon coriander powder","ground coriander","ground coriander","0.16836628","14","False"
"1028","1/2 cup chicken or vegetable broth","chicken broth","chicken broth","0.14110938","56","False"
"243","4 cups chicken broth*","chicken broth","chicken broth","0.04568481","56","False"
"8928","Marzetti Simply Dressed Balsamic Salad Dressing ((Note 1))","balsamic vinaigrette","balsamic vinaigrette","0.14065656","3","True"
"5079","6 hamburger buns","hamburger bun","hamburger bun","0.09636642","10","False"
"1585","1/3 cup shredded cheese, plus more for topping if desired","shredded colby cheese","shredded colby cheese","0.17670572","1","False"
