"id","raw","encoded","pred","label","dist","training_count","not_exact"
"591","1 large ripe banana ((previously peeled, sliced and frozen // more for a sweeter smoothie))","1 large ripe banana ( ( previously peeled , sliced and frozen / / more for a sweeter UNK ) )","banana","banana","0.2599836","10","False"
"703","Sour cream (optional)","Sour cream ( optional )","sour cream","sour cream","0.16411376","23","False"
"8562","1/4 cup balsamic vinegar","1 / 4 cup balsamic vinegar","balsamic vinegar","balsamic vinegar","0.08129207","17","False"
"8380","1 (15-ounce) can chickpeas, rinsed and drained","1 ( 15 - ounce ) can chickpeas , rinsed and drained","chickpea","chickpea","0.18449044","27","False"
"3745","2 red bell peppers, seeded and cut in small dice","2 red bell peppers , seeded and cut in small dice","red bell pepper","red bell pepper","0.14373887","60","False"
"3980","1/4 yellow onion, chopped","1 / 4 yellow onion , chopped","yellow onion","yellow onion","0.033570614","164","False"
"8837","1 Tbsp brown sugar","1 Tbsp brown sugar","light brown sugar","light brown sugar","0.07764649","32","False"
"2822","1 tablespoon butter","1 tablespoon butter","unsalted butter","unsalted butter","0.12017019","93","False"
"805","¼ oz. Cilantro","1 / 4 oz . Cilantro","cilantro","cilantro","0.14007363","117","False"
"143","Â½ cup Wild Rice","UNK 1 / 2 cup Wild Rice","white rice","white rice","0.20473094","25","False"
"8553","2 heads romaine lettuce, chopped","2 heads romaine lettuce , chopped","romaine lettuce","romaine lettuce","0.06690624","27","False"
"3638","½ cup heavy cream","1 / 2 cup heavy cream","heavy whipping cream","heavy whipping cream","0.08056162","20","False"
"7434","Kosher salt","Kosher salt","kosher salt","kosher salt","0.112684876","113","False"
"3790","¼ teaspoon turmeric","1 / 4 teaspoon turmeric","ground turmeric","ground turmeric","0.1516281","28","False"
"6222","2 tablespoons fresh dill, chopped","2 tablespoons fresh dill , chopped","fresh dill","fresh dill","0.06327881","13","False"
"4741","1 5.5oz can Bumble Bee® Solid White Albacore, drained","1 5 . 5 oz can UNK UNK Solid White UNK , drained","water-packed white tuna","water-packed white tuna","0.258012","4","False"
"7431","8 garlic cloves, smashed","8 garlic cloves , smashed","garlic","garlic","0.12687884","331","False"
"8066","1 tbsp butter (unsalted)","1 tbsp butter ( unsalted )","unsalted butter","unsalted butter","0.09659656","93","False"
"6578","1/4 cup all-purpose flour","1 / 4 cup all - purpose flour","all-purpose white flour","all-purpose white flour","0.12511708","36","False"
"7548","1 stalk celery, chopped","1 stalk celery , chopped","celery","celery","0.08867985","44","False"
"6421","2 teaspoons fresh lemon juice","2 teaspoons fresh lemon juice","lemon juice","lemon juice","0.11531178","66","False"
"6316","1/2 tsp garlic powder","1 / 2 tsp garlic powder","garlic powder","garlic powder","0.064363375","53","False"
"8585","5 cups kale, stems removed, chopped fine","5 cups kale , stems removed , chopped fine","kale","kale","0.12080111","15","False"
"7549","1 cup reduced-sodium chicken broth","1 cup reduced - sodium chicken broth","low-sodium chicken broth","low-sodium chicken broth","0.05175804","26","False"
"5008","2 (4 ounce) cans chopped green chile peppers, drained","2 ( 4 ounce ) cans chopped green chile peppers , drained","diced green chili","diced green chili","0.13929124","7","False"
"244","2 cups water","2 cups water","tap water","tap water","0.10855903","92","False"
"6340","1/2 teaspoon chili powder","1 / 2 teaspoon chili powder","chili powder","chili powder","0.08828617","39","False"
"5371","1/4 cup cilantro, ( roughly chopped)","1 / 4 cup cilantro , ( roughly chopped )","cilantro","cilantro","0.14811346","117","False"
"3357","Small pinch red pepper flakes","Small pinch red pepper flakes","crushed red pepper flake","crushed red pepper flake","0.12709609","57","False"
"2032","1/4 cup apple cider vinegar","1 / 4 cup apple cider vinegar","apple cider vinegar","apple cider vinegar","0.05758664","23","False"
"3575","1 cup part skim shredded mozzarella, Polly-o","1 cup part skim shredded mozzarella , Polly - o","shredded low-moisture part-skim mozzarella cheese","shredded low-moisture part-skim mozzarella cheese","0.18188858","15","False"
"807","14 oz. Pork Tenderloin","14 oz . Pork UNK","pork tenderloin","pork tenderloin","0.22553958","19","False"
"4324","1 garlic clove, minced","1 garlic clove , minced","garlic","garlic","0.10350923","331","False"
"8098","3/4 teaspoon sea salt","3 / 4 teaspoon sea salt","table salt","table salt","0.1627969","208","True"
"2379","1/4 cup diced red onion","1 / 4 cup diced red onion","red onion","red onion","0.07626346","67","False"
"4648","6 chicken drumsticks (about 1.75 lbs.)","6 chicken drumsticks ( about 1 . 75 lbs . )","chicken drumstick with skin","chicken drumstick with skin","0.08290357","5","False"
"6904","1/4 cup chopped green onions","1 / 4 cup chopped green onions","green onion","green onion","0.12757803","109","False"
"7567","3 tablespoons olive oil","3 tablespoons olive oil","olive oil","olive oil","0.07540392","223","False"
"5321","1 pound pork tenderloin,trimmed","1 pound pork tenderloin , trimmed","pork tenderloin","pork tenderloin","0.0746627","19","False"
"6038","2 Skin-On Salmon Fillets","2 Skin - UNK Salmon UNK","farmed atlantic salmon","farmed atlantic salmon","0.21502708","19","True"
"2232","1 1/2 to 2 cups cooked chickpeas","1 1 / 2 to 2 cups cooked chickpeas","chickpea","chickpea","0.21661195","27","False"
"4737","1 small carrot, spiralized or cut in matchsticks","1 small carrot , UNK or cut in matchsticks","carrot","carrot","0.12997608","61","False"
"8281","spicy mayo (see notes)","spicy UNK ( see notes )","regular mayonnaise","regular mayonnaise","0.311651","33","True"
"7230","2 tablespoons sherry cooking wine ( or sub 1 tablespoon balsamic vinegar)","2 tablespoons sherry cooking wine ( or sub 1 tablespoon balsamic vinegar )","dry sherry","dry sherry","0.16998626","6","True"
"3159","1 cup heavy cream","1 cup heavy cream","heavy whipping cream","heavy whipping cream","0.09173716","20","False"
"2609","1 tsp oregano","1 tsp oregano","dried oregano leaf","dried oregano leaf","0.13676803","41","False"
"4940","1/4 tsp white pepper","1 / 4 tsp white pepper","white pepper","white pepper","0.061599724","10","False"
"4886","1 (15 oz) can organic diced tomatoes","1 ( 15 oz ) can organic diced tomatoes","diced tomato","diced tomato","0.13756482","26","False"
"2429","3 medium cloves garlic, minced","3 medium cloves garlic , minced","garlic","garlic","0.12361774","331","False"
"3958","coarse salt","coarse salt","kosher salt","kosher salt","0.09506547","113","False"
"2087","1 15-ounce can chickpeas, rinsed","1 15 - ounce can chickpeas , rinsed","chickpea","chickpea","0.13159284","27","False"
"4187","1 tablespoon cornstarch","1 tablespoon cornstarch","cornstarch","cornstarch","0.046946198","46","False"
"8423","2 tbsp unsalted butter","2 tbsp unsalted butter","unsalted butter","unsalted butter","0.052521426","93","False"
"95","3 cloves garlic","3 cloves garlic","garlic","garlic","0.055785958","331","False"
"7270","2 teaspoons cumin","2 teaspoons cumin","ground cumin","ground cumin","0.12842578","72","False"
"5293","1 tablespoon freshly grated ginger","1 tablespoon freshly grated ginger","fresh ginger","fresh ginger","0.13583548","124","False"
"6992","2 limes","2 limes","lime","lime","0.20539334","24","False"
"2060","1 lb flank steak ((or your favorite cut of beef thinly sliced))","1 lb flank steak ( ( or your favorite cut of beef thinly sliced ) )","flank steak","flank steak","0.16308175","7","False"
"8587","2 cloves garlic, chopped","2 cloves garlic , chopped","garlic","garlic","0.068128765","331","False"
"1206","16 oz. firm tofu ((450g))","16 oz . firm tofu ( ( 450 g ) )","firm tofu","firm tofu","0.074104756","12","False"
"3289","2 cups green beans, cleaned","2 cups green beans , cleaned","fresh green bean","fresh green bean","0.22441441","11","False"
"2462","2 1/2 cups thinly sliced leeks (white and pale green parts only; from about 2 large)","2 1 / 2 cups thinly sliced leeks ( white and pale green parts only from about 2 large )","leek","leek","0.13740669","11","False"
"5475","8 oz. button mushrooms","8 oz . button mushrooms","white mushroom","white mushroom","0.19125518","24","True"
"1736","1/3 cup low-sodium soy sauce","1 / 3 cup low - sodium soy sauce","low-sodium soy sauce","low-sodium soy sauce","0.073106684","38","False"
"8776","1 teaspoon canola oil","1 teaspoon canola oil","canola oil","canola oil","0.088486105","31","False"
"5220","Unsalted butter (softened)","Unsalted butter ( softened )","unsalted butter","unsalted butter","0.11837438","93","False"
"8013","1 small cucumber, peeled","1 small cucumber , peeled","slicing cucumber","slicing cucumber","0.14627227","27","False"
"7881","1/4 cup red onion, diced finely","1 / 4 cup red onion , diced finely","red onion","red onion","0.09449576","67","False"
"3619","2 bay leaves","2 bay leaves","bay leaf","bay leaf","0.1285633","26","False"
"4682","2 tablespoons hot sauce of choice, (or to taste)","2 tablespoons hot sauce of choice , ( or to taste )","hot sauce","hot sauce","0.29717183","18","False"
"2838","1 medium yellow onion, chopped","1 medium yellow onion , chopped","yellow onion","yellow onion","0.050850198","164","False"
"8850","2 green onions, sliced","2 green onions , sliced","green onion","green onion","0.09482373","109","False"
"1281","4 pieces rustic bread ((lightly toasted // gluten-free for GF eaters))","4 pieces rustic bread ( ( lightly toasted / / gluten - free for UNK UNK ) )","sandwich bread","sandwich bread","0.15234268","31","True"
"4623","1/4 cup cornstarch","1 / 4 cup cornstarch","cornstarch","cornstarch","0.057914056","46","False"
"2610","2 tbsp chopped fresh basil","2 tbsp chopped fresh basil","fresh basil","fresh basil","0.066947885","39","False"
"452","4 oz. Shredded Red Cabbage","4 oz . Shredded Red Cabbage","red cabbage","red cabbage","0.12637055","17","False"
"1287","Water or unsweetened almond milk ((to thin))","Water or unsweetened almond milk ( ( to thin ) )","tap water","tap water","0.24834093","92","False"
"6509","8-10 Bibb lettuce leaves","8 - 10 Bibb lettuce leaves","butter lettuce","butter lettuce","0.10879874","9","False"
"4897","1 tablespoon minced garlic","1 tablespoon minced garlic","garlic","garlic","0.08343474","331","False"
"1036","4 cup vegetable broth","4 cup vegetable broth","vegetable broth","vegetable broth","0.051572703","29","False"
"2839","4 garlic cloves, minced","4 garlic cloves , minced","garlic","garlic","0.10027951","331","False"
"1226","1 bunch cilantro, chopped (about 1 1/2 cups/75 grams), divided","1 bunch cilantro , chopped ( about 1 1 / 2 cups / 75 grams ) , divided","cilantro","cilantro","0.13448514","117","False"
"6434","2 carrots, chopped","2 carrots , chopped","carrot","carrot","0.105545156","61","False"
"6043","1 Serrano Pepper","1 Serrano Pepper","fresh serrano pepper","fresh serrano pepper","0.163925","10","False"
"556","1/4 cup olive oil","1 / 4 cup olive oil","olive oil","olive oil","0.09183326","223","False"
"386","1/4 teaspoon cayenne pepper","1 / 4 teaspoon cayenne pepper","ground red pepper","ground red pepper","0.09122351","33","False"
"2737","1½ tablespoons honey","1 1 / 2 tablespoons honey","honey","honey","0.07998283","60","False"
"8724","1 small to medium sized spaghetti squash (halved and seeds removed)","1 small to medium sized spaghetti squash ( halved and seeds removed )","spaghetti squash","spaghetti squash","0.14256677","5","False"
"4464","¼ teaspoon ground black pepper","1 / 4 teaspoon ground black pepper","ground black pepper","ground black pepper","0.030914877","200","False"
"6161","1 tablespoon minced peeled fresh ginger","1 tablespoon minced peeled fresh ginger","fresh ginger","fresh ginger","0.054343916","124","False"
"3180","1/2 teaspoon pepper","1 / 2 teaspoon pepper","ground black pepper","ground black pepper","0.14443636","200","False"
"3270","1/2 teaspoon salt","1 / 2 teaspoon salt","table salt","table salt","0.11679641","208","False"
"8642","1 teaspoon fennel seeds, crushed","1 teaspoon fennel seeds , crushed","whole fennel seed","whole fennel seed","0.12118296","4","False"
"6487","2 Tbsp chopped parsley","2 Tbsp chopped parsley","fresh parsley","fresh parsley","0.15127647","85","False"
"7296","8 eggs","8 eggs","egg","egg","0.16179721","93","False"
"2971","3 tablespoons honey","3 tablespoons honey","honey","honey","0.11598285","60","False"
"6651","½ cup dry white wine or broth","1 / 2 cup dry white wine or broth","white wine","white wine","0.115694","19","True"
"4418","Panko bread crumbs for breading","Panko bread crumbs for UNK","panko bread crumb","panko bread crumb","0.115283236","23","False"
"6647","1 teaspoon lemon juice","1 teaspoon lemon juice","lemon juice","lemon juice","0.0803057","66","False"
"7361","1 medium yellow or red onion, finely chopped","1 medium yellow or red onion , finely chopped","yellow onion","yellow onion","0.11459708","164","False"
"3706","3 green onions, sliced (or fresh cilantro)","3 green onions , sliced ( or fresh cilantro )","green onion","green onion","0.17790614","109","False"
"8251","4 teaspoons curry powder","4 teaspoons curry powder","curry powder","curry powder","0.06743091","22","False"
"4290","1/4 of a red onion","1 / 4 of a red onion","red onion","red onion","0.03277741","67","False"
"7616","Juice and zest of 4 limes","Juice and zest of 4 limes","lime","lime","0.17151207","24","False"
"3334","1 cup frozen peas","1 cup frozen peas","frozen pea","frozen pea","0.10110802","12","False"
"2104","2 Tbsp butter","2 Tbsp butter","unsalted butter","unsalted butter","0.09550156","93","False"
"7813","2 tablespoons rice vinegar","2 tablespoons rice vinegar","rice vinegar","rice vinegar","0.039272316","44","False"
"898","2 tablespoons olive oil","2 tablespoons olive oil","olive oil","olive oil","0.054428063","223","False"
"8607","1 tablespoon olive oil","1 tablespoon olive oil","olive oil","olive oil","0.052150648","223","False"
"4666","1/2 cup tomato sauce","1 / 2 cup tomato sauce","tomato sauce","tomato sauce","0.054956272","13","False"
"8766","1 tsp lemon zest","1 tsp lemon zest","lemon zest","lemon zest","0.06497098","13","False"
"2768","1/2 teaspoon dried oregano","1 / 2 teaspoon dried oregano","dried oregano leaf","dried oregano leaf","0.11655964","41","False"
"2420","3 green onions, minced","3 green onions , minced","green onion","green onion","0.13100691","109","False"
"6452","1 scallion, finely chopped","1 scallion , finely chopped","green onion","green onion","0.1614654","109","False"
"7902","2 tsp red wine vinegar","2 tsp red wine vinegar","red wine vinegar","red wine vinegar","0.03752335","17","False"
"8753","1 teaspoon crushed red pepper","1 teaspoon crushed red pepper","crushed red pepper flake","crushed red pepper flake","0.1360962","57","False"
"6254","2 tablespoons chopped parsley (plus more for garnish)","2 tablespoons chopped parsley ( plus more for garnish )","fresh parsley","fresh parsley","0.18771617","85","False"
"5486","1 tablespoon vegetable oil","1 tablespoon vegetable oil","vegetable oil","vegetable oil","0.033472795","80","False"
"470","2 cups onion chopped","2 cups onion chopped","yellow onion","yellow onion","0.07838487","164","False"
"7283","3/4 teaspoon kosher salt","3 / 4 teaspoon kosher salt","kosher salt","kosher salt","0.09533894","113","False"
"1313","2 oz. shredded queso fresco","2 oz . shredded queso fresco","queso fresco","queso fresco","0.1157511","4","False"
"855","1/2 cup vanilla Greek yogurt*","1 / 2 cup vanilla Greek yogurt","low-fat vanilla greek yogurt","low-fat vanilla greek yogurt","0.18980561","3","False"
"3656","1/4 cup panko","1 / 4 cup panko","panko bread crumb","panko bread crumb","0.1792234","23","False"
"3856","10 large eggs","10 large eggs","egg","egg","0.12890467","93","False"
"4552","1/8 teaspoon freshly ground black pepper","1 / 8 teaspoon freshly ground black pepper","ground black pepper","ground black pepper","0.04131991","200","False"
"1105","1 large onion, minced (about 1 1/2 cups), divided","1 large onion , minced ( about 1 1 / 2 cups ) , divided","yellow onion","yellow onion","0.12118683","164","False"
"8145","¼ cup Hoisin Sauce","1 / 4 cup Hoisin Sauce","hoisin sauce","hoisin sauce","0.2002173","10","False"
"3641","1 cup diced zucchini","1 cup diced zucchini","zucchini","zucchini","0.15117602","26","False"
"7499","3 tablespoons salted butter","3 tablespoons salted butter","salted butter","salted butter","0.059346244","2","False"
"5458","3 tablespoons pure maple syrup","3 tablespoons pure maple syrup","maple syrup","maple syrup","0.07191637","17","False"
"2423","2 tablespoons honey (more to taste)","2 tablespoons honey ( more to taste )","honey","honey","0.24534401","60","False"
"6479","4 eggs","4 eggs","egg","egg","0.108957075","93","False"
"7463","½ cup chopped cilantro, thin stems included","1 / 2 cup chopped cilantro , thin stems included","cilantro","cilantro","0.14532329","117","False"
"830","Freshly squeezed juice of 1 lemon, more to taste","Freshly squeezed juice of 1 lemon , more to taste","lemon juice","lemon juice","0.25884676","66","False"
"7445","1 (6-ounce) can tomato paste","1 ( 6 - ounce ) can tomato paste","tomato paste","tomato paste","0.082656235","26","False"
"5482","1/4 cup peanuts, chopped","1 / 4 cup peanuts , chopped","dry-roasted peanut","dry-roasted peanut","0.21073522","18","False"
"6167","1 cup carrots, sliced or diced small","1 cup carrots , sliced or diced small","carrot","carrot","0.09425469","61","False"
"5472","1/2 Tbsp neutral cooking oil**","1 / 2 Tbsp neutral cooking oil","vegetable oil","vegetable oil","0.08543636","80","True"
"1556","1 teaspoon freshly ground black pepper","1 teaspoon freshly ground black pepper","ground black pepper","ground black pepper","0.0401539","200","False"
"2148","10 ounces wild tail-on jumbo shrimp","10 ounces wild tail - on jumbo shrimp","shrimp","shrimp","0.1817621","38","True"
"908","3 tablespoons ghee, butter, safflower oil or grapeseed oil","3 tablespoons ghee , butter , safflower oil or grapeseed oil","unsalted butter","unsalted butter","0.18885782","93","False"
"3852","1 cup fresh spinach","1 cup fresh spinach","fresh spinach","fresh spinach","0.03285273","50","False"
"7341","1/3 cup grated Parmesan","1 / 3 cup grated Parmesan","grated parmesan cheese","grated parmesan cheese","0.1362457","57","False"
"698","Cooking spray","Cooking spray","cooking spray","cooking spray","0.13250142","30","False"
"7808","2 teaspoons minced fresh garlic","2 teaspoons minced fresh garlic","garlic","garlic","0.19680198","331","False"
"7784","1 clove garlic","1 clove garlic","garlic","garlic","0.051208545","331","False"
"2190","1 small clove garlic, minced","1 small clove garlic , minced","garlic","garlic","0.10361265","331","False"
"3157","1/4 teaspoon ground black pepper","1 / 4 teaspoon ground black pepper","ground black pepper","ground black pepper","0.030914877","200","False"
"8700","1 or 2! avocados, thinly sliced","1 or 2 avocados , thinly sliced","hass avocado","hass avocado","0.2259519","64","False"
"3216","black pepper, to taste","black pepper , to taste","ground black pepper","ground black pepper","0.14842232","200","False"
"7512","1/2 teaspoon black pepper","1 / 2 teaspoon black pepper","ground black pepper","ground black pepper","0.14418742","200","False"
"6026","1 teaspoon cumin","1 teaspoon cumin","ground cumin","ground cumin","0.11648982","72","False"
"2397","1/4 cup chopped fresh cilantro","1 / 4 cup chopped fresh cilantro","cilantro","cilantro","0.1762205","117","False"
"5309","5 teaspoons lower-sodium soy sauce","5 teaspoons lower - sodium soy sauce","low-sodium soy sauce","low-sodium soy sauce","0.10222435","38","False"
"4665","2 cups chicken broth","2 cups chicken broth","chicken broth","chicken broth","0.059221186","56","False"
"3028","1 cup uncooked basmati rice","1 cup uncooked basmati rice","white rice","white rice","0.11682222","25","True"
"6544","2 cups cherry tomato, halved","2 cups cherry tomato , halved","cherry tomato","cherry tomato","0.05401862","27","False"
"8","Â¼ cup Panko Breadcrumbs","UNK 1 / 4 cup Panko Breadcrumbs","panko bread crumb","panko bread crumb","0.12594624","23","False"
"3165","1/2 tsp salt","1 / 2 tsp salt","table salt","table salt","0.12186452","208","False"
"2353","1 tsp sugar - optional (Note 1)","1 tsp sugar - optional ( Note 1 )","white sugar","white sugar","0.14631048","51","False"
"2840","1 medium sweet potato, cubed","1 medium sweet potato , cubed","sweet potato","sweet potato","0.05922328","22","False"
"169","1/2 large onion, chopped","1 / 2 large onion , chopped","yellow onion","yellow onion","0.10061083","164","False"
"6152","12 ounces pork tenderloin, trimmed, cut into 1 1/2x1/4-inch strips","12 ounces pork tenderloin , trimmed , cut into 1 1 / UNK / 4 - inch strips","pork tenderloin","pork tenderloin","0.15634078","19","False"
"6366","3-4 smashed and rough chopped garlic cloves","3 - 4 smashed and rough chopped garlic cloves","garlic","garlic","0.14734542","331","False"
"4660","½ teaspoon garlic powder, to taste","1 / 2 teaspoon garlic powder , to taste","garlic powder","garlic powder","0.11319644","53","False"
"2936","1/4 cup (60 mL) balsamic vinegar","1 / 4 cup ( 60 UNK ) balsamic vinegar","balsamic vinegar","balsamic vinegar","0.12720469","17","False"
"8320","1/2 teaspoon salt","1 / 2 teaspoon salt","table salt","table salt","0.11679641","208","False"
"876","1 Bird's Eye Chile Pepper","1 UNK s UNK Chile Pepper","bird's eye chili pepper","bird's eye chili pepper","0.18650335","14","False"
"2241","5-6 large sweet onions, sliced","5 - 6 large sweet onions , sliced","yellow onion","yellow onion","0.23998955","164","False"
"1324","4 basil leaves, torn","4 basil leaves , torn","fresh basil","fresh basil","0.12847711","39","False"
"4677","1 14 ounce package extra firm tofu, frozen and thawed","1 14 ounce package extra firm tofu , frozen and thawed","firm tofu","firm tofu","0.32618946","12","True"
"5491","1 teaspoon chili powder","1 teaspoon chili powder","chili powder","chili powder","0.08183356","39","False"
"8471","2 medium summer squash and or zucchini, sliced into rounds","2 medium summer squash and or zucchini , sliced into rounds","yellow squash","yellow squash","0.118120275","5","False"
"4201","1/4 red onion, (thinly sliced)","1 / 4 red onion , ( thinly sliced )","red onion","red onion","0.07679071","67","False"
"7860","1 tablespoon minced fresh ginger","1 tablespoon minced fresh ginger","fresh ginger","fresh ginger","0.053790547","124","False"
"4484","1 teaspoon rice wine vinegar (see note)","1 teaspoon rice wine vinegar ( see note )","rice vinegar","rice vinegar","0.15766436","44","False"
"5074","3 garlic cloves, minced","3 garlic cloves , minced","garlic","garlic","0.09591003","331","False"
"8867","1 egg white (*)","1 egg white ( )","egg white","egg white","0.05230417","6","False"
"3502","2 bell peppers, thinly sliced","2 bell peppers , thinly sliced","green bell pepper","green bell pepper","0.18235187","32","False"
"4571","1 litre beef stock","1 UNK beef stock","beef broth","beef broth","0.06167923","17","False"
"7859","4 tablespoons ghee (sold in Indian stores and fancy food shops) or clarified butter; vegetable oil can be substituted","4 tablespoons ghee ( sold in Indian stores and fancy food shops ) or clarified butter vegetable oil can be substituted","unsalted butter","unsalted butter","0.20947565","93","True"
"8988","2 plum tomatoes, each cut lengthwise into 4 slices","2 plum tomatoes , each cut lengthwise into 4 slices","tomato","tomato","0.17640221","57","True"
"2392","2 tablespoons plus 2 teaspoons extra-virgin olive oil","2 tablespoons plus 2 teaspoons extra - virgin olive oil","extra-virgin olive oil","extra-virgin olive oil","0.046769865","50","False"
"4804","1/2 teaspoon salt ((or to taste))","1 / 2 teaspoon salt ( ( or to taste ) )","table salt","table salt","0.13334695","208","False"
"3730","3 medium carrots, peeled and cut into 1-inch chunks","3 medium carrots , peeled and cut into 1 - inch chunks","carrot","carrot","0.18187973","61","False"
"2023","2 tbsp olive oil, divided","2 tbsp olive oil , divided","olive oil","olive oil","0.07438497","223","False"
"5372","sesame seeds, for topping (optional)","sesame seeds , for topping ( optional )","hulled white sesame seed","hulled white sesame seed","0.16575558","26","False"
"2826","1 tbsp Worcestershire sauce","1 tbsp Worcestershire sauce","worcestershire sauce","worcestershire sauce","0.12402905","24","False"
"8322","black pepper to taste","black pepper to taste","ground black pepper","ground black pepper","0.14798129","200","False"
"6778","6 eggs","6 eggs","egg","egg","0.14581707","93","False"
"2409","Pinch of sugar","Pinch of sugar","white sugar","white sugar","0.18532288","51","False"
"4024","1 tsp mild chili powder","1 tsp mild chili powder","chili powder","chili powder","0.18317743","39","False"
"5457","1/4 teaspoon red pepper flakes","1 / 4 teaspoon red pepper flakes","crushed red pepper flake","crushed red pepper flake","0.12668733","57","False"
"3365","4 ounces herbed goat cheese","4 ounces herbed goat cheese","crumbled fresh soft goat cheese","crumbled fresh soft goat cheese","0.24669969","12","True"
"981","2 tbsp white wine vinegar","2 tbsp white wine vinegar","white wine vinegar","white wine vinegar","0.027643874","11","False"
"7603","3/4 cup frozen shelled edamame, thawed (or lima beans)","3 / 4 cup frozen shelled edamame , thawed ( or lima beans )","frozen edamame","frozen edamame","0.21928547","3","False"
"8102","sea salt (to taste)","sea salt ( to taste )","table salt","table salt","0.14146191","208","True"
"8100","3 teaspoons white vinegar","3 teaspoons white vinegar","white vinegar","white vinegar","0.08291967","3","False"
"4533","¼ cup rice wine vinegar","1 / 4 cup rice wine vinegar","rice vinegar","rice vinegar","0.11605364","44","False"
"3580","1/4 tsp garlic powder","1 / 4 tsp garlic powder","garlic powder","garlic powder","0.07137705","53","False"
"3398","2 cups of quartered sliced cucumber ((I prefer persian or english cucumbers))","2 cups of quartered sliced cucumber ( ( I prefer UNK or UNK cucumbers ) )","english cucumber","english cucumber","0.2112925","9","False"
"6777","cooking spray","cooking spray","cooking spray","cooking spray","0.0","30","False"
"5162","1 lime","1 lime","lime","lime","0.0966644","24","False"
"6533","1/3 cup water","1 / 3 cup water","tap water","tap water","0.11470961","92","False"
"3490","Worcestershire sauce","Worcestershire sauce","worcestershire sauce","worcestershire sauce","0.09338378","24","False"
"6071","4 (2-oz.) whole-wheat hoagie rolls, split","4 ( 2 - oz . ) whole - wheat hoagie rolls , split","sandwich roll","sandwich roll","0.14495495","2","True"
"8996","2 teaspoons smoked paprika","2 teaspoons smoked paprika","smoked paprika","smoked paprika","0.08469246","20","False"
"8922","3/4 cup fresh blackberries","3 / 4 cup fresh blackberries","blackberry","blackberry","0.13291752","2","False"
"3279","1 tablespoon fresh orange juice","1 tablespoon fresh orange juice","orange juice","orange juice","0.045099124","13","False"
"2497","1 1/4 cups water","1 1 / 4 cups water","tap water","tap water","0.13391623","92","False"
"2960","10 green olives, pitted and chopped","10 green olives , pitted and chopped","olives","olives","0.22070071","14","True"
"7271","2 teaspoon dried oregano","2 teaspoon dried oregano","dried oregano leaf","dried oregano leaf","0.12442055","41","False"
